Lab;Chemical;Compound;Category;Exp;c1;c2;Conc.;Rep;valid;Viability;IL-18;FI;Dunnett
1;Toluene disicyanate;1;N;1;1.1;1.1;125;1;Yes;99.132;21.91;0.969;ns
1;Toluene disicyanate;1;N;1;1.1;1.1;125;2;Yes;90.077;20.48;0.906;
1;Toluene disicyanate;1;N;1;1.1;1.1;125;3;Yes;98.96;21.073;0.932;
1;Toluene disicyanate;1;N;1;1.1;1.1;125;4;Yes;94.648;23.28;1.029;
1;Toluene disicyanate;1;N;1;1.2;1.1;250;1;Yes;77.314;19.609;0.867;ns
1;Toluene disicyanate;1;N;1;1.2;1.1;250;2;Yes;76.451;22.096;0.977;
1;Toluene disicyanate;1;N;1;1.2;1.1;250;3;Yes;89.215;22.762;1.007;
1;Toluene disicyanate;1;N;1;1.2;1.1;250;4;Yes;91.457;23.811;1.053;
1;Toluene disicyanate;1;N;1;1.3;1.1;500;1;Yes;68.474;19.972;0.883;ns
1;Toluene disicyanate;1;N;1;1.3;1.1;500;2;Yes;68;21.411;0.947;
1;Toluene disicyanate;1;N;1;1.3;1.1;500;3;Yes;69.25;20.694;0.915;
1;Toluene disicyanate;1;N;1;1.3;1.1;500;4;Yes;82.747;18.751;0.829;
1;Toluene disicyanate;1;N;1;1.4;1.1;1000;1;Yes;88.568;20.391;0.902;ns
1;Toluene disicyanate;1;N;1;1.4;1.1;1000;2;Yes;79.858;19.769;0.874;
1;Toluene disicyanate;1;N;1;1.4;1.1;1000;3;Yes;84.773;21.825;0.965;
1;Toluene disicyanate;1;N;1;1.4;1.1;1000;4;Yes;91.716;21.886;0.968;
1;Toluene disicyanate;1;N;2;1.1;1.2;125;1;Yes;98.644;18.808;0.972;ns
1;Toluene disicyanate;1;N;2;1.1;1.2;125;2;Yes;109.947;19.952;1.032;
1;Toluene disicyanate;1;N;2;1.1;1.2;125;3;Yes;97.099;17.038;0.881;
1;Toluene disicyanate;1;N;2;1.1;1.2;125;4;Yes;115.335;18.926;0.978;
1;Toluene disicyanate;1;N;2;1.2;1.2;250;1;Yes;95.893;18.429;0.953;ns
1;Toluene disicyanate;1;N;2;1.2;1.2;250;2;Yes;91.183;18.328;0.948;
1;Toluene disicyanate;1;N;2;1.2;1.2;250;3;Yes;94.725;21.664;1.12;
1;Toluene disicyanate;1;N;2;1.2;1.2;250;4;Yes;98.945;17.319;0.895;
1;Toluene disicyanate;1;N;2;1.3;1.2;500;1;Yes;93.029;20.032;1.036;ns
1;Toluene disicyanate;1;N;2;1.3;1.2;500;2;Yes;89.261;18.546;0.959;
1;Toluene disicyanate;1;N;2;1.3;1.2;500;3;Yes;92.427;18.461;0.954;
1;Toluene disicyanate;1;N;2;1.3;1.2;500;4;Yes;91.409;19.425;1.004;
1;Toluene disicyanate;1;N;2;1.4;1.2;1000;1;Yes;97.061;17.125;0.885;ns
1;Toluene disicyanate;1;N;2;1.4;1.2;1000;2;Yes;97.702;17.863;0.923;
1;Toluene disicyanate;1;N;2;1.4;1.2;1000;3;Yes;94.235;17.349;0.897;
1;Toluene disicyanate;1;N;2;1.4;1.2;1000;4;Yes;93.67;17.477;0.904;
1;Toluene disicyanate;1;N;3;1.1;1.3;125;1;Yes;99.841;19.775;0.974;ns
1;Toluene disicyanate;1;N;3;1.1;1.3;125;2;Yes;96.325;18.52;0.912;
1;Toluene disicyanate;1;N;3;1.1;1.3;125;3;Yes;93.445;23.457;1.155;
1;Toluene disicyanate;1;N;3;1.1;1.3;125;4;Yes;97.384;22.957;1.13;
1;Toluene disicyanate;1;N;3;1.2;1.3;250;1;Yes;88.192;17.937;0.883;ns
1;Toluene disicyanate;1;N;3;1.2;1.3;250;2;Yes;91.327;21.179;1.043;
1;Toluene disicyanate;1;N;3;1.2;1.3;250;3;Yes;91.369;20.101;0.99;
1;Toluene disicyanate;1;N;3;1.2;1.3;250;4;Yes;96.579;23.417;1.153;
1;Toluene disicyanate;1;N;3;1.3;1.3;500;1;Yes;96.114;19.934;0.981;ns
1;Toluene disicyanate;1;N;3;1.3;1.3;500;2;Yes;94.589;19.7;0.97;
1;Toluene disicyanate;1;N;3;1.3;1.3;500;3;Yes;93.021;19.649;0.967;
1;Toluene disicyanate;1;N;3;1.3;1.3;500;4;Yes;95.902;21.351;1.051;
1;Toluene disicyanate;1;N;3;1.4;1.3;1000;1;Yes;97.554;20.529;1.011;ns
1;Toluene disicyanate;1;N;3;1.4;1.3;1000;2;Yes;100.434;19.765;0.973;
1;Toluene disicyanate;1;N;3;1.4;1.3;1000;3;Yes;98.02;19.149;0.943;
1;Toluene disicyanate;1;N;3;1.4;1.3;1000;4;Yes;92.894;21.039;1.036;
1;Chlorobenzene;2;N;1;2.1;2.1;125;1;Yes;102.194;22.817;1.072;ns
1;Chlorobenzene;2;N;1;2.1;2.1;125;2;Yes;88.956;21.953;1.031;
1;Chlorobenzene;2;N;1;2.1;2.1;125;3;Yes;100.124;25.261;1.187;
1;Chlorobenzene;2;N;1;2.1;2.1;125;4;Yes;99.305;24.37;1.145;
1;Chlorobenzene;2;N;1;2.2;2.1;250;1;Yes;93.527;23.127;1.087;ns
1;Chlorobenzene;2;N;1;2.2;2.1;250;2;Yes;85.593;21.481;1.009;
1;Chlorobenzene;2;N;1;2.2;2.1;250;3;Yes;98.184;22.159;1.041;
1;Chlorobenzene;2;N;1;2.2;2.1;250;4;Yes;95.079;19.422;0.912;
1;Chlorobenzene;2;N;1;2.3;2.1;500;1;Yes;87.792;24.856;1.168;ns
1;Chlorobenzene;2;N;1;2.3;2.1;500;2;Yes;81.669;21.963;1.032;
1;Chlorobenzene;2;N;1;2.3;2.1;500;3;Yes;82.66;18.879;0.887;
1;Chlorobenzene;2;N;1;2.3;2.1;500;4;Yes;89.517;23.227;1.091;
1;Chlorobenzene;2;N;1;2.4;2.1;1000;1;Yes;77.788;28.581;1.343;ns
1;Chlorobenzene;2;N;1;2.4;2.1;1000;2;Yes;69.035;15.737;0.739;
1;Chlorobenzene;2;N;1;2.4;2.1;1000;3;Yes;83.523;15.196;0.714;
1;Chlorobenzene;2;N;1;2.4;2.1;1000;4;Yes;88.223;24.526;1.152;
1;Chlorobenzene;2;N;2;2.1;2.2;125;1;Yes;96.986;21.621;1.083;ns
1;Chlorobenzene;2;N;2;2.1;2.2;125;2;Yes;91.258;20.898;1.047;
1;Chlorobenzene;2;N;2;2.1;2.2;125;3;Yes;96.609;20.66;1.035;
1;Chlorobenzene;2;N;2;2.1;2.2;125;4;Yes;90.317;18.048;0.904;
1;Chlorobenzene;2;N;2;2.2;2.2;250;1;Yes;96.722;21.825;1.093;ns
1;Chlorobenzene;2;N;2;2.2;2.2;250;2;Yes;94.612;21.138;1.059;
1;Chlorobenzene;2;N;2;2.2;2.2;250;3;Yes;94.725;19.428;0.973;
1;Chlorobenzene;2;N;2;2.2;2.2;250;4;Yes;91.032;22.793;1.142;
1;Chlorobenzene;2;N;2;2.3;2.2;500;1;Yes;89.751;23.667;1.185;s
1;Chlorobenzene;2;N;2;2.3;2.2;500;2;Yes;88.772;20.844;1.044;
1;Chlorobenzene;2;N;2;2.3;2.2;500;3;Yes;88.357;21.93;1.098;
1;Chlorobenzene;2;N;2;2.3;2.2;500;4;Yes;86.096;25.06;1.255;
1;Chlorobenzene;2;N;2;2.4;2.2;1000;1;Yes;91.032;17.965;0.9;ns
1;Chlorobenzene;2;N;2;2.4;2.2;1000;2;Yes;94.16;20.571;1.03;
1;Chlorobenzene;2;N;2;2.4;2.2;1000;3;Yes;96.119;20.055;1.004;
1;Chlorobenzene;2;N;2;2.4;2.2;1000;4;Yes;94.876;22.543;1.129;
1;Chlorobenzene;2;N;3;2.1;2.3;125;1;Yes;102.425;20.251;0.971;ns
1;Chlorobenzene;2;N;3;2.1;2.3;125;2;Yes;99.672;21.675;1.04;
1;Chlorobenzene;2;N;3;2.1;2.3;125;3;Yes;100.773;17.9;0.859;
1;Chlorobenzene;2;N;3;2.1;2.3;125;4;Yes;99.968;23.249;1.115;
1;Chlorobenzene;2;N;3;2.2;2.3;250;1;Yes;101.874;20.114;0.965;ns
1;Chlorobenzene;2;N;3;2.2;2.3;250;2;Yes;99.799;22.929;1.1;
1;Chlorobenzene;2;N;3;2.2;2.3;250;3;Yes;99.248;21.052;1.01;
1;Chlorobenzene;2;N;3;2.2;2.3;250;4;Yes;96.029;23.714;1.138;
1;Chlorobenzene;2;N;3;2.3;2.3;500;1;Yes;99.502;24.113;1.157;ns
1;Chlorobenzene;2;N;3;2.3;2.3;500;2;Yes;98.02;22.045;1.058;
1;Chlorobenzene;2;N;3;2.3;2.3;500;3;Yes;101.408;20.979;1.006;
1;Chlorobenzene;2;N;3;2.3;2.3;500;4;Yes;99.968;21.44;1.029;
1;Chlorobenzene;2;N;3;2.4;2.3;1000;1;Yes;75.146;23.471;1.126;ns
1;Chlorobenzene;2;N;3;2.4;2.3;1000;2;Yes;75.823;20.433;0.98;
1;Chlorobenzene;2;N;3;2.4;2.3;1000;3;Yes;87.853;22.648;1.086;
1;Chlorobenzene;2;N;3;2.4;2.3;1000;4;Yes;87.43;22.609;1.085;
1;Citral;3;Y;1;3.1;3.1;1.5;1;Yes;96.502;23.363;0.954;ns
1;Citral;3;Y;1;3.1;3.1;1.5;2;Yes;95.467;21.254;0.868;
1;Citral;3;Y;1;3.1;3.1;1.5;3;Yes;97.796;21.421;0.874;
1;Citral;3;Y;1;3.1;3.1;1.5;4;Yes;98.011;21.988;0.898;
1;Citral;3;Y;1;3.2;3.1;3;1;Yes;96.114;20.805;0.849;ns
1;Citral;3;Y;1;3.2;3.1;3;2;Yes;96.89;17.875;0.73;
1;Citral;3;Y;1;3.2;3.1;3;3;Yes;98.615;30.45;1.243;
1;Citral;3;Y;1;3.2;3.1;3;4;Yes;98.572;19.872;0.811;
1;Citral;3;Y;1;3.3;3.1;6;1;Yes;96.114;20.554;0.839;ns
1;Citral;3;Y;1;3.3;3.1;6;2;Yes;95.251;17.102;0.698;
1;Citral;3;Y;1;3.3;3.1;6;3;Yes;92.233;18.666;0.762;
1;Citral;3;Y;1;3.3;3.1;6;4;Yes;102.28;19.464;0.795;
1;Citral;3;Y;1;3.4;3.1;12;1;Yes;93.139;19.738;0.806;ns
1;Citral;3;Y;1;3.4;3.1;12;2;Yes;93.182;20.238;0.826;
1;Citral;3;Y;1;3.4;3.1;12;3;Yes;96.286;20.893;0.853;
1;Citral;3;Y;1;3.4;3.1;12;4;Yes;97.709;17.697;0.722;
1;Citral;3;Y;2;3.1;3.2;1.5;1;Yes;95.742;19.173;1.034;ns
1;Citral;3;Y;2;3.1;3.2;1.5;2;Yes;93.218;18.22;0.982;
1;Citral;3;Y;2;3.1;3.2;1.5;3;Yes;100.075;16.069;0.866;
1;Citral;3;Y;2;3.1;3.2;1.5;4;Yes;95.592;19.901;1.073;
1;Citral;3;Y;2;3.2;3.2;3;1;Yes;96.119;18.525;0.999;ns
1;Citral;3;Y;2;3.2;3.2;3;2;Yes;96.081;18.267;0.985;
1;Citral;3;Y;2;3.2;3.2;3;3;Yes;94.725;18.645;1.005;
1;Citral;3;Y;2;3.2;3.2;3;4;Yes;99.661;20.101;1.084;
1;Citral;3;Y;2;3.3;3.2;6;1;Yes;95.139;18.092;0.975;ns
1;Citral;3;Y;2;3.3;3.2;6;2;Yes;92.992;19.772;1.066;
1;Citral;3;Y;2;3.3;3.2;6;3;Yes;96.119;16.935;0.913;
1;Citral;3;Y;2;3.3;3.2;6;4;Yes;98.342;19.555;1.054;
1;Citral;3;Y;2;3.4;3.2;12;1;Yes;95.177;19.17;1.033;ns
1;Citral;3;Y;2;3.4;3.2;12;2;Yes;96.044;17.504;0.944;
1;Citral;3;Y;2;3.4;3.2;12;3;Yes;100;20.788;1.121;
1;Citral;3;Y;2;3.4;3.2;12;4;Yes;98.794;20.656;1.113;
1;Citral;3;Y;3;3.1;3.3;1.5;1;Yes;96.622;19.681;0.91;ns
1;Citral;3;Y;3;3.1;3.3;1.5;2;Yes;100.392;20.899;0.967;
1;Citral;3;Y;3;3.1;3.3;1.5;3;Yes;104.967;19.47;0.901;
1;Citral;3;Y;3;3.1;3.3;1.5;4;Yes;99.46;19.423;0.898;
1;Citral;3;Y;3;3.2;3.3;3;1;Yes;97.257;19.476;0.901;ns
1;Citral;3;Y;3;3.2;3.3;3;2;Yes;98.697;21.292;0.985;
1;Citral;3;Y;3;3.2;3.3;3;3;Yes;101.705;17.352;0.803;
1;Citral;3;Y;3;3.2;3.3;3;4;Yes;101.112;22.102;1.022;
1;Citral;3;Y;3;3.3;3.3;6;1;Yes;102.298;18.385;0.85;ns
1;Citral;3;Y;3;3.3;3.3;6;2;Yes;100.942;17.919;0.829;
1;Citral;3;Y;3;3.3;3.3;6;3;Yes;99.968;19.344;0.895;
1;Citral;3;Y;3;3.3;3.3;6;4;Yes;102.637;20.122;0.931;
1;Citral;3;Y;3;3.4;3.3;12;1;Yes;99.926;20.041;0.927;ns
1;Citral;3;Y;3;3.4;3.3;12;2;Yes;98.189;19.989;0.925;
1;Citral;3;Y;3;3.4;3.3;12;3;Yes;99.079;19.783;0.915;
1;Citral;3;Y;3;3.4;3.3;12;4;Yes;98.867;18.738;0.867;
1;2-Mercaptobenzothiazol;4;Y;1;4.1;4.1;3.75;1;Yes;95.295;19.889;0.859;ns
1;2-Mercaptobenzothiazol;4;Y;1;4.1;4.1;3.75;2;Yes;99.262;20.588;0.889;
1;2-Mercaptobenzothiazol;4;Y;1;4.1;4.1;3.75;3;Yes;102.711;20.883;0.902;
1;2-Mercaptobenzothiazol;4;Y;1;4.1;4.1;3.75;4;Yes;102.151;23.648;1.021;
1;2-Mercaptobenzothiazol;4;Y;1;4.2;4.1;7.5;1;Yes;100.253;20.799;0.898;ns
1;2-Mercaptobenzothiazol;4;Y;1;4.2;4.1;7.5;2;Yes;100.598;20.105;0.868;
1;2-Mercaptobenzothiazol;4;Y;1;4.2;4.1;7.5;3;Yes;103.487;22.873;0.988;
1;2-Mercaptobenzothiazol;4;Y;1;4.2;4.1;7.5;4;Yes;104.565;27.625;1.193;
1;2-Mercaptobenzothiazol;4;Y;1;4.3;4.1;15;1;Yes;106.074;22.208;0.959;ns
1;2-Mercaptobenzothiazol;4;Y;1;4.3;4.1;15;2;Yes;101.288;20.484;0.885;
1;2-Mercaptobenzothiazol;4;Y;1;4.3;4.1;15;3;Yes;105.643;19.316;0.834;
1;2-Mercaptobenzothiazol;4;Y;1;4.3;4.1;15;4;Yes;106.549;23.088;0.997;
1;2-Mercaptobenzothiazol;4;Y;1;4.4;4.1;30;1;Yes;112.413;27.959;1.208;ns
1;2-Mercaptobenzothiazol;4;Y;1;4.4;4.1;30;2;Yes;111.163;18.254;0.788;
1;2-Mercaptobenzothiazol;4;Y;1;4.4;4.1;30;3;Yes;111.163;22.181;0.958;
1;2-Mercaptobenzothiazol;4;Y;1;4.4;4.1;30;4;Yes;110.3;21.928;0.947;
1;2-Mercaptobenzothiazol;4;Y;2;4.1;4.2;3.75;1;No;111.68;19.37;0.758;ns
1;2-Mercaptobenzothiazol;4;Y;2;4.1;4.2;3.75;2;No;91.673;20.531;0.803;
1;2-Mercaptobenzothiazol;4;Y;2;4.1;4.2;3.75;3;No;96.006;21.044;0.823;
1;2-Mercaptobenzothiazol;4;Y;2;4.1;4.2;3.75;4;No;90.467;17.57;0.687;
1;2-Mercaptobenzothiazol;4;Y;2;4.2;4.2;7.5;1;No;91.673;24.054;0.941;ns
1;2-Mercaptobenzothiazol;4;Y;2;4.2;4.2;7.5;2;No;95.855;19.693;0.77;
1;2-Mercaptobenzothiazol;4;Y;2;4.2;4.2;7.5;3;No;95.667;20.301;0.794;
1;2-Mercaptobenzothiazol;4;Y;2;4.2;4.2;7.5;4;No;97.815;30.823;1.206;
1;2-Mercaptobenzothiazol;4;Y;2;4.3;4.2;15;1;No;98.003;20.311;0.794;ns
1;2-Mercaptobenzothiazol;4;Y;2;4.3;4.2;15;2;No;97.739;21.578;0.844;
1;2-Mercaptobenzothiazol;4;Y;2;4.3;4.2;15;3;No;99.548;19.587;0.766;
1;2-Mercaptobenzothiazol;4;Y;2;4.3;4.2;15;4;No;101.206;21.637;0.846;
1;2-Mercaptobenzothiazol;4;Y;2;4.4;4.2;30;1;No;101.997;18.816;0.736;ns
1;2-Mercaptobenzothiazol;4;Y;2;4.4;4.2;30;2;No;101.507;18.841;0.737;
1;2-Mercaptobenzothiazol;4;Y;2;4.4;4.2;30;3;No;102.072;19.007;0.743;
1;2-Mercaptobenzothiazol;4;Y;2;4.4;4.2;30;4;No;103.956;18.462;0.722;
1;2-Mercaptobenzothiazol;4;Y;3;4.1;4.3;3.75;1;Yes;102.552;18.673;0.933;ns
1;2-Mercaptobenzothiazol;4;Y;3;4.1;4.3;3.75;2;Yes;99.333;20.122;1.006;
1;2-Mercaptobenzothiazol;4;Y;3;4.1;4.3;3.75;3;Yes;102.383;18.407;0.92;
1;2-Mercaptobenzothiazol;4;Y;3;4.1;4.3;3.75;4;Yes;101.154;20.089;1.004;
1;2-Mercaptobenzothiazol;4;Y;3;4.2;4.3;7.5;1;Yes;102.383;18.353;0.917;ns
1;2-Mercaptobenzothiazol;4;Y;3;4.2;4.3;7.5;2;Yes;100.815;20.309;1.015;
1;2-Mercaptobenzothiazol;4;Y;3;4.2;4.3;7.5;3;Yes;102.595;19.254;0.962;
1;2-Mercaptobenzothiazol;4;Y;3;4.2;4.3;7.5;4;Yes;102.849;19.224;0.961;
1;2-Mercaptobenzothiazol;4;Y;3;4.3;4.3;15;1;Yes;107.72;15.482;0.774;ns
1;2-Mercaptobenzothiazol;4;Y;3;4.3;4.3;15;2;Yes;108.737;16.045;0.802;
1;2-Mercaptobenzothiazol;4;Y;3;4.3;4.3;15;3;Yes;103.357;16.965;0.848;
1;2-Mercaptobenzothiazol;4;Y;3;4.3;4.3;15;4;Yes;106.958;19.054;0.952;
1;2-Mercaptobenzothiazol;4;Y;3;4.4;4.3;30;1;Yes;114.074;15.979;0.799;ns
1;2-Mercaptobenzothiazol;4;Y;3;4.4;4.3;30;2;Yes;112.422;15.132;0.756;
1;2-Mercaptobenzothiazol;4;Y;3;4.4;4.3;30;3;Yes;116.022;16.4;0.82;
1;2-Mercaptobenzothiazol;4;Y;3;4.4;4.3;30;4;Yes;113.523;25.696;1.284;
1;2-Mercaptobenzothiazol;4;Y;2_R;4.1;4.4;3.75;1;Yes;94.462;32.269;1.002;ns
1;2-Mercaptobenzothiazol;4;Y;2_R;4.1;4.4;3.75;2;Yes;94.504;29.463;0.915;
1;2-Mercaptobenzothiazol;4;Y;2_R;4.1;4.4;3.75;3;Yes;92.621;29.495;0.916;
1;2-Mercaptobenzothiazol;4;Y;2_R;4.1;4.4;3.75;4;Yes;88.354;27.339;0.849;
1;2-Mercaptobenzothiazol;4;Y;2_R;4.2;4.4;7.5;1;Yes;105.799;29.391;0.913;ns
1;2-Mercaptobenzothiazol;4;Y;2_R;4.2;4.4;7.5;2;Yes;105.381;26.207;0.814;
1;2-Mercaptobenzothiazol;4;Y;2_R;4.2;4.4;7.5;3;Yes;104.335;23.809;0.739;
1;2-Mercaptobenzothiazol;4;Y;2_R;4.2;4.4;7.5;4;Yes;99.817;26.259;0.815;
1;2-Mercaptobenzothiazol;4;Y;2_R;4.3;4.4;15;1;Yes;105.046;26.534;0.824;ns
1;2-Mercaptobenzothiazol;4;Y;2_R;4.3;4.4;15;2;Yes;105.423;25.018;0.777;
1;2-Mercaptobenzothiazol;4;Y;2_R;4.3;4.4;15;3;Yes;105.214;25.574;0.794;
1;2-Mercaptobenzothiazol;4;Y;2_R;4.3;4.4;15;4;Yes;102.16;24.718;0.768;
1;2-Mercaptobenzothiazol;4;Y;2_R;4.4;4.4;30;1;Yes;112.493;22.603;0.702;ns
1;2-Mercaptobenzothiazol;4;Y;2_R;4.4;4.4;30;2;Yes;112.2;25.623;0.796;
1;2-Mercaptobenzothiazol;4;Y;2_R;4.4;4.4;30;3;Yes;110.652;25.661;0.797;
1;2-Mercaptobenzothiazol;4;Y;2_R;4.4;4.4;30;4;Yes;110.192;25.068;0.778;
1;x-Hexylcinnamaldehyde;5;Y;1;5.1;5.1;5;1;No;133.962;6.929;0.899;ns
1;x-Hexylcinnamaldehyde;5;Y;1;5.1;5.1;5;2;No;104.589;16.19;2.101;
1;x-Hexylcinnamaldehyde;5;Y;1;5.1;5.1;5;3;No;101.989;5.598;0.726;
1;x-Hexylcinnamaldehyde;5;Y;1;5.1;5.1;5;4;No;140.133;7.732;1.003;
1;x-Hexylcinnamaldehyde;5;Y;1;5.2;5.1;10;1;No;96.073;7.932;1.029;ns
1;x-Hexylcinnamaldehyde;5;Y;1;5.2;5.1;10;2;No;101.122;6.767;0.878;
1;x-Hexylcinnamaldehyde;5;Y;1;5.2;5.1;10;3;No;107.802;7.76;1.007;
1;x-Hexylcinnamaldehyde;5;Y;1;5.2;5.1;10;4;No;130.75;7.635;0.991;
1;x-Hexylcinnamaldehyde;5;Y;1;5.3;5.1;20;1;No;98.572;7.337;0.952;ns
1;x-Hexylcinnamaldehyde;5;Y;1;5.3;5.1;20;2;No;98.521;7.185;0.932;
1;x-Hexylcinnamaldehyde;5;Y;1;5.3;5.1;20;3;No;103.009;5.761;0.747;
1;x-Hexylcinnamaldehyde;5;Y;1;5.3;5.1;20;4;No;98.98;7.407;0.961;
1;x-Hexylcinnamaldehyde;5;Y;1;5.4;5.1;40;1;No;99.49;4.202;0.545;ns
1;x-Hexylcinnamaldehyde;5;Y;1;5.4;5.1;40;2;No;99.337;4.443;0.576;
1;x-Hexylcinnamaldehyde;5;Y;1;5.4;5.1;40;3;No;98.521;6.364;0.826;
1;x-Hexylcinnamaldehyde;5;Y;1;5.4;5.1;40;4;No;99.898;5.92;0.768;
1;x-Hexylcinnamaldehyde;5;Y;2;5.1;5.2;5;1;No;106.22;6.258;0.749;ns
1;x-Hexylcinnamaldehyde;5;Y;2;5.1;5.2;5;2;No;103.79;6.096;0.729;
1;x-Hexylcinnamaldehyde;5;Y;2;5.1;5.2;5;3;No;104.373;6.888;0.824;
1;x-Hexylcinnamaldehyde;5;Y;2;5.1;5.2;5;4;No;103.984;5.882;0.704;
1;x-Hexylcinnamaldehyde;5;Y;2;5.2;5.2;10;1;No;107.677;5.842;0.699;ns
1;x-Hexylcinnamaldehyde;5;Y;2;5.2;5.2;10;2;No;107.094;6.442;0.771;
1;x-Hexylcinnamaldehyde;5;Y;2;5.2;5.2;10;3;No;171.72;6.679;0.799;
1;x-Hexylcinnamaldehyde;5;Y;2;5.2;5.2;10;4;No;111.467;7.928;0.949;
1;x-Hexylcinnamaldehyde;5;Y;2;5.3;5.2;20;1;No;111.856;5.906;0.707;ns
1;x-Hexylcinnamaldehyde;5;Y;2;5.3;5.2;20;2;No;114.966;9.851;1.179;
1;x-Hexylcinnamaldehyde;5;Y;2;5.3;5.2;20;3;No;200.972;6.839;0.818;
1;x-Hexylcinnamaldehyde;5;Y;2;5.3;5.2;20;4;No;116.035;7.524;0.9;
1;x-Hexylcinnamaldehyde;5;Y;2;5.4;5.2;40;1;No;111.856;7.277;0.871;ns
1;x-Hexylcinnamaldehyde;5;Y;2;5.4;5.2;40;2;No;116.424;4.952;0.593;
1;x-Hexylcinnamaldehyde;5;Y;2;5.4;5.2;40;3;No;118.659;6.149;0.736;
1;x-Hexylcinnamaldehyde;5;Y;2;5.4;5.2;40;4;No;120.603;10.824;1.295;
1;x-Hexylcinnamaldehyde;5;Y;3;5.1;5.3;5;1;No;94.27;7.806;0.881;ns
1;x-Hexylcinnamaldehyde;5;Y;3;5.1;5.3;5;2;No;97.515;8.37;0.945;
1;x-Hexylcinnamaldehyde;5;Y;3;5.1;5.3;5;3;No;98.99;9.684;1.093;
1;x-Hexylcinnamaldehyde;5;Y;3;5.1;5.3;5;4;No;98.437;8.531;0.963;
1;x-Hexylcinnamaldehyde;5;Y;3;5.2;5.3;10;1;No;96.409;8.38;0.946;ns
1;x-Hexylcinnamaldehyde;5;Y;3;5.2;5.3;10;2;No;97.478;8.934;1.009;
1;x-Hexylcinnamaldehyde;5;Y;3;5.2;5.3;10;3;No;100.097;9.057;1.022;
1;x-Hexylcinnamaldehyde;5;Y;3;5.2;5.3;10;4;No;100.687;8.584;0.969;
1;x-Hexylcinnamaldehyde;5;Y;3;5.3;5.3;20;1;No;88.295;8.358;0.944;ns
1;x-Hexylcinnamaldehyde;5;Y;3;5.3;5.3;20;2;No;95.007;8.22;0.928;
1;x-Hexylcinnamaldehyde;5;Y;3;5.3;5.3;20;3;No;96.999;6.912;0.78;
1;x-Hexylcinnamaldehyde;5;Y;3;5.3;5.3;20;4;No;94.823;8.752;0.988;
1;x-Hexylcinnamaldehyde;5;Y;3;5.4;5.3;40;1;No;89.364;6.756;0.763;ns
1;x-Hexylcinnamaldehyde;5;Y;3;5.4;5.3;40;2;No;95.782;7.16;0.808;
1;x-Hexylcinnamaldehyde;5;Y;3;5.4;5.3;40;3;No;102.052;8.142;0.919;
1;x-Hexylcinnamaldehyde;5;Y;3;5.4;5.3;40;4;No;97.441;8.344;0.942;
1;x-Hexylcinnamaldehyde;5;Y;1_R;5.1;;5;1;Yes;100.248;7.595;0.91;ns
1;x-Hexylcinnamaldehyde;5;Y;1_R;5.1;;5;2;Yes;100.497;8.45;1.013;
1;x-Hexylcinnamaldehyde;5;Y;1_R;5.1;;5;3;Yes;99.184;9.013;1.08;
1;x-Hexylcinnamaldehyde;5;Y;1_R;5.1;;5;4;Yes;97.232;8.805;1.055;
1;x-Hexylcinnamaldehyde;5;Y;1_R;5.2;;10;1;Yes;97.551;8.83;1.058;ns
1;x-Hexylcinnamaldehyde;5;Y;1_R;5.2;;10;2;Yes;102.307;8.711;1.044;
1;x-Hexylcinnamaldehyde;5;Y;1_R;5.2;;10;3;Yes;96.558;8.853;1.061;
1;x-Hexylcinnamaldehyde;5;Y;1_R;5.2;;10;4;Yes;98.155;9.556;1.145;
1;x-Hexylcinnamaldehyde;5;Y;1_R;5.3;;20;1;Yes;99.361;9.342;1.12;s
1;x-Hexylcinnamaldehyde;5;Y;1_R;5.3;;20;2;Yes;99.148;9.724;1.165;
1;x-Hexylcinnamaldehyde;5;Y;1_R;5.3;;20;3;Yes;102.59;9.342;1.12;
1;x-Hexylcinnamaldehyde;5;Y;1_R;5.3;;20;4;Yes;99.219;9.287;1.113;
1;x-Hexylcinnamaldehyde;5;Y;1_R;5.4;;40;1;Yes;98.226;8.962;1.074;s
1;x-Hexylcinnamaldehyde;5;Y;1_R;5.4;;40;2;Yes;99.006;9.217;1.105;
1;x-Hexylcinnamaldehyde;5;Y;1_R;5.4;;40;3;Yes;97.161;8.979;1.076;
1;x-Hexylcinnamaldehyde;5;Y;1_R;5.4;;40;4;Yes;97.268;10.7;1.282;
1;x-Hexylcinnamaldehyde;5;Y;2_R;5.1;;5;1;Yes;110.356;8.728;0.952;ns
1;x-Hexylcinnamaldehyde;5;Y;2_R;5.1;;5;2;Yes;109.626;9.191;1.003;
1;x-Hexylcinnamaldehyde;5;Y;2_R;5.1;;5;3;Yes;102.526;8.266;0.902;
1;x-Hexylcinnamaldehyde;5;Y;2_R;5.1;;5;4;Yes;99.645;7.526;0.821;
1;x-Hexylcinnamaldehyde;5;Y;2_R;5.2;;10;1;Yes;110.965;8.984;0.98;ns
1;x-Hexylcinnamaldehyde;5;Y;2_R;5.2;;10;2;Yes;106.623;7.92;0.864;
1;x-Hexylcinnamaldehyde;5;Y;2_R;5.2;;10;3;Yes;99.604;8.859;0.967;
1;x-Hexylcinnamaldehyde;5;Y;2_R;5.2;;10;4;Yes;98.063;9.179;1.002;
1;x-Hexylcinnamaldehyde;5;Y;2_R;5.3;;20;1;Yes;106.542;9.489;1.035;ns
