Lab;Chemical;Compound;Category;Exp;c1;c2;Conc.;Rep;valid;Viability;IL-18;FI;Dunnett
1;Hexamethylene diisocyanate;25;N;3;25.1;;14.38;3;Yes;106.022;6.341;0.625;
1;Hexamethylene diisocyanate;25;N;3;25.1;;14.38;4;Yes;103.769;8.066;0.795;
1;Hexamethylene diisocyanate;25;N;3;25.2;;28.75;1;Yes;109.025;7.944;0.783;ns
1;Hexamethylene diisocyanate;25;N;3;25.2;;28.75;2;Yes;106.772;9.791;0.966;
1;Hexamethylene diisocyanate;25;N;3;25.2;;28.75;3;Yes;106.939;5.684;0.561;
1;Hexamethylene diisocyanate;25;N;3;25.2;;28.75;4;Yes;105.354;9.015;0.889;
1;Hexamethylene diisocyanate;25;N;3;25.3;;57.5;1;Yes;110.735;9.249;0.912;ns
1;Hexamethylene diisocyanate;25;N;3;25.3;;57.5;2;Yes;107.398;7.517;0.741;
1;Hexamethylene diisocyanate;25;N;3;25.3;;57.5;3;Yes;106.772;6.684;0.659;
1;Hexamethylene diisocyanate;25;N;3;25.3;;57.5;4;Yes;106.397;9.096;0.897;
1;Hexamethylene diisocyanate;25;N;3;25.4;;115;1;Yes;97.054;11.774;1.161;ns
1;Hexamethylene diisocyanate;25;N;3;25.4;;115;2;Yes;78.619;6.686;0.659;
1;Hexamethylene diisocyanate;25;N;3;25.4;;115;3;Yes;76.367;5.994;0.591;
1;Hexamethylene diisocyanate;25;N;3;25.4;;115;4;Yes;83.082;5.702;0.562;
1;Hexamethylene diisocyanate;25;N;2_R;25.1;;14.38;1;Yes;100.996;4.396;0.953;ns
1;Hexamethylene diisocyanate;25;N;2_R;25.1;;14.38;2;Yes;102.159;4.242;0.92;
1;Hexamethylene diisocyanate;25;N;2_R;25.1;;14.38;3;Yes;100.324;4.572;0.991;
1;Hexamethylene diisocyanate;25;N;2_R;25.1;;14.38;4;Yes;81.128;3.85;0.835;
1;Hexamethylene diisocyanate;25;N;2_R;25.2;;28.75;1;Yes;103.591;4.46;0.967;ns
1;Hexamethylene diisocyanate;25;N;2_R;25.2;;28.75;2;Yes;102.159;4.4;0.954;
1;Hexamethylene diisocyanate;25;N;2_R;25.2;;28.75;3;Yes;101.712;3.555;0.771;
1;Hexamethylene diisocyanate;25;N;2_R;25.2;;28.75;4;Yes;102.607;4.148;0.899;
1;Hexamethylene diisocyanate;25;N;2_R;25.3;;57.5;1;Yes;102.428;4.843;1.05;ns
1;Hexamethylene diisocyanate;25;N;2_R;25.3;;57.5;2;Yes;103.859;5.196;1.127;
1;Hexamethylene diisocyanate;25;N;2_R;25.3;;57.5;3;Yes;102.607;3.79;0.822;
1;Hexamethylene diisocyanate;25;N;2_R;25.3;;57.5;4;Yes;99.787;3.964;0.86;
1;Hexamethylene diisocyanate;25;N;2_R;25.4;;115;1;Yes;64.124;0.999;0.217;ns
1;Hexamethylene diisocyanate;25;N;2_R;25.4;;115;2;Yes;50.252;-2.151;-0.466;
1;Hexamethylene diisocyanate;25;N;2_R;25.4;;115;3;Yes;73.118;4.494;0.974;
1;Hexamethylene diisocyanate;25;N;2_R;25.4;;115;4;Yes;65.69;0.376;0.081;
1;Octanoic acid;26;N;1;26.1;;45.63;1;Yes;91.301;10.485;1.131;ns
1;Octanoic acid;26;N;1;26.1;;45.63;2;Yes;92.093;7.183;0.775;
1;Octanoic acid;26;N;1;26.1;;45.63;3;Yes;93.065;9.774;1.054;
1;Octanoic acid;26;N;1;26.1;;45.63;4;Yes;93.893;8.833;0.953;
1;Octanoic acid;26;N;1;26.2;;92.25;1;Yes;90.077;6.571;0.709;ns
1;Octanoic acid;26;N;1;26.2;;92.25;2;Yes;88.133;7.656;0.826;
1;Octanoic acid;26;N;1;26.2;;92.25;3;Yes;87.017;7.473;0.806;
1;Octanoic acid;26;N;1;26.2;;92.25;4;Yes;86.585;8.761;0.945;
1;Octanoic acid;26;N;1;26.3;;182.5;1;Yes;88.025;5.877;0.634;ns
1;Octanoic acid;26;N;1;26.3;;182.5;2;Yes;87.017;7.887;0.851;
1;Octanoic acid;26;N;1;26.3;;182.5;3;Yes;80.932;7.316;0.789;
1;Octanoic acid;26;N;1;26.3;;182.5;4;Yes;84.029;7.98;0.861;
1;Octanoic acid;26;N;1;26.4;;365;1;Yes;77.8;6.872;0.741;ns
1;Octanoic acid;26;N;1;26.4;;365;2;Yes;78.664;6.794;0.733;
1;Octanoic acid;26;N;1;26.4;;365;3;Yes;80.788;8.658;0.934;
1;Octanoic acid;26;N;1;26.4;;365;4;Yes;75.568;7.599;0.82;
1;Octanoic acid;26;N;2;26.1;;45.63;1;Yes;94.131;6.04;0.86;ns
1;Octanoic acid;26;N;2;26.1;;45.63;2;Yes;89.082;5.961;0.849;
1;Octanoic acid;26;N;2;26.1;;45.63;3;Yes;108.963;6.054;0.862;
1;Octanoic acid;26;N;2;26.1;;45.63;4;Yes;90.869;5.684;0.809;
1;Octanoic acid;26;N;2;26.2;;92.25;1;Yes;99.581;7.049;1.003;ns
1;Octanoic acid;26;N;2;26.2;;92.25;2;Yes;93.193;9.232;1.314;
1;Octanoic acid;26;N;2;26.2;;92.25;3;Yes;102.842;6.643;0.946;
1;Octanoic acid;26;N;2;26.2;;92.25;4;Yes;86.491;7.83;1.115;
1;Octanoic acid;26;N;2;26.3;;182.5;1;Yes;93.773;6.812;0.97;ns
1;Octanoic acid;26;N;2;26.3;;182.5;2;Yes;87.161;4.757;0.677;
1;Octanoic acid;26;N;2;26.3;;182.5;3;Yes;110.795;4.924;0.701;
1;Octanoic acid;26;N;2;26.3;;182.5;4;Yes;86.983;6.555;0.933;
1;Octanoic acid;26;N;2;26.4;;365;1;Yes;104.987;6.698;0.954;ns
1;Octanoic acid;26;N;2;26.4;;365;2;Yes;109.633;3.505;0.499;
1;Octanoic acid;26;N;2;26.4;;365;3;Yes;92.522;6.198;0.882;
1;Octanoic acid;26;N;2;26.4;;365;4;Yes;98.911;8.798;1.252;
1;Octanoic acid;26;N;3;26.1;;45.63;1;Yes;100.933;10.463;1.118;ns
1;Octanoic acid;26;N;3;26.1;;45.63;2;Yes;98.931;11.388;1.216;
1;Octanoic acid;26;N;3;26.1;;45.63;3;Yes;102.81;10.532;1.125;
1;Octanoic acid;26;N;3;26.1;;45.63;4;Yes;98.639;7.683;0.821;
1;Octanoic acid;26;N;3;26.2;;92.25;1;Yes;90.381;10.01;1.069;ns
1;Octanoic acid;26;N;3;26.2;;92.25;2;Yes;88.796;9.514;1.016;
1;Octanoic acid;26;N;3;26.2;;92.25;3;Yes;87.795;8.195;0.875;
1;Octanoic acid;26;N;3;26.2;;92.25;4;Yes;84.709;8.478;0.906;
1;Octanoic acid;26;N;3;26.3;;182.5;1;Yes;85.334;11.299;1.207;ns
1;Octanoic acid;26;N;3;26.3;;182.5;2;Yes;78.328;10.008;1.069;
1;Octanoic acid;26;N;3;26.3;;182.5;3;Yes;79.912;7.687;0.821;
1;Octanoic acid;26;N;3;26.3;;182.5;4;Yes;79.203;8.478;0.906;
1;Octanoic acid;26;N;3;26.4;;365;1;Yes;79.37;9.719;1.038;ns
1;Octanoic acid;26;N;3;26.4;;365;2;Yes;78.745;9.735;1.04;
1;Octanoic acid;26;N;3;26.4;;365;3;Yes;77.41;6.866;0.733;
1;Octanoic acid;26;N;3;26.4;;365;4;Yes;77.035;8.288;0.885;
1;1-chloro-2,4-dinitrobezene;27;Y;1;27.1;;0.25;1;Yes;96.881;6.707;0.841;ns
1;1-chloro-2,4-dinitrobezene;27;Y;1;27.1;;0.25;2;Yes;97.925;7.726;0.968;
1;1-chloro-2,4-dinitrobezene;27;Y;1;27.1;;0.25;3;Yes;100.698;6.646;0.833;
1;1-chloro-2,4-dinitrobezene;27;Y;1;27.1;;0.25;4;Yes;97.241;6.702;0.84;
1;1-chloro-2,4-dinitrobezene;27;Y;1;27.2;;0.5;1;Yes;89.393;6.917;0.867;ns
1;1-chloro-2,4-dinitrobezene;27;Y;1;27.2;;0.5;2;Yes;87.521;6.358;0.797;
1;1-chloro-2,4-dinitrobezene;27;Y;1;27.2;;0.5;3;Yes;88.817;7.523;0.943;
1;1-chloro-2,4-dinitrobezene;27;Y;1;27.2;;0.5;4;Yes;91.553;7.36;0.923;
1;1-chloro-2,4-dinitrobezene;27;Y;1;27.3;;1;1;Yes;92.489;6.394;0.802;ns
1;1-chloro-2,4-dinitrobezene;27;Y;1;27.3;;1;2;Yes;89.933;6.032;0.756;
1;1-chloro-2,4-dinitrobezene;27;Y;1;27.3;;1;3;Yes;92.237;6.309;0.791;
1;1-chloro-2,4-dinitrobezene;27;Y;1;27.3;;1;4;Yes;93.317;5.837;0.732;
1;1-chloro-2,4-dinitrobezene;27;Y;1;27.4;;2;1;Yes;93.569;9.194;1.153;ns
1;1-chloro-2,4-dinitrobezene;27;Y;1;27.4;;2;2;Yes;91.697;6.173;0.774;
1;1-chloro-2,4-dinitrobezene;27;Y;1;27.4;;2;3;Yes;93.821;6.465;0.81;
1;1-chloro-2,4-dinitrobezene;27;Y;1;27.4;;2;4;Yes;94.469;5.611;0.703;
1;1-chloro-2,4-dinitrobezene;27;Y;2;27.1;;0.25;1;Yes;84.258;7.28;1.189;ns
1;1-chloro-2,4-dinitrobezene;27;Y;2;27.1;;0.25;2;Yes;89.082;8.028;1.311;
1;1-chloro-2,4-dinitrobezene;27;Y;2;27.1;;0.25;3;Yes;87.295;5.955;0.972;
1;1-chloro-2,4-dinitrobezene;27;Y;2;27.1;;0.25;4;Yes;107.935;6.114;0.998;
1;1-chloro-2,4-dinitrobezene;27;Y;2;27.2;;0.5;1;Yes;89.127;7.497;1.224;ns
1;1-chloro-2,4-dinitrobezene;27;Y;2;27.2;;0.5;2;Yes;87.921;6.365;1.039;
1;1-chloro-2,4-dinitrobezene;27;Y;2;27.2;;0.5;3;Yes;93.55;6.142;1.003;
1;1-chloro-2,4-dinitrobezene;27;Y;2;27.2;;0.5;4;Yes;101.592;6.47;1.056;
1;1-chloro-2,4-dinitrobezene;27;Y;2;27.3;;1;1;Yes;91.942;7.521;1.228;ns
1;1-chloro-2,4-dinitrobezene;27;Y;2;27.3;;1;2;Yes;90.646;5.627;0.919;
1;1-chloro-2,4-dinitrobezene;27;Y;2;27.3;;1;3;Yes;80.862;6.98;1.14;
1;1-chloro-2,4-dinitrobezene;27;Y;2;27.3;;1;4;Yes;90.869;9.937;1.622;
1;1-chloro-2,4-dinitrobezene;27;Y;2;27.4;;2;1;Yes;86.402;6.746;1.101;ns
1;1-chloro-2,4-dinitrobezene;27;Y;2;27.4;;2;2;Yes;79.745;7.327;1.196;
1;1-chloro-2,4-dinitrobezene;27;Y;2;27.4;;2;3;Yes;84.124;7.053;1.152;
1;1-chloro-2,4-dinitrobezene;27;Y;2;27.4;;2;4;Yes;83.587;7.476;1.221;
1;1-chloro-2,4-dinitrobezene;27;Y;3;27.1;;0.25;1;Yes;95.219;8.685;1.008;ns
1;1-chloro-2,4-dinitrobezene;27;Y;3;27.1;;0.25;2;Yes;101.559;8.049;0.934;
1;1-chloro-2,4-dinitrobezene;27;Y;3;27.1;;0.25;3;Yes;106.314;8.668;1.006;
1;1-chloro-2,4-dinitrobezene;27;Y;3;27.1;;0.25;4;Yes;97.805;8.094;0.939;
1;1-chloro-2,4-dinitrobezene;27;Y;3;27.2;;0.5;1;Yes;107.69;8.278;0.961;ns
1;1-chloro-2,4-dinitrobezene;27;Y;3;27.2;;0.5;2;Yes;103.436;8.024;0.931;
1;1-chloro-2,4-dinitrobezene;27;Y;3;27.2;;0.5;3;Yes;107.94;7.061;0.82;
1;1-chloro-2,4-dinitrobezene;27;Y;3;27.2;;0.5;4;Yes;99.223;7.767;0.901;
1;1-chloro-2,4-dinitrobezene;27;Y;3;27.3;;1;1;Yes;102.518;8.923;1.036;ns
1;1-chloro-2,4-dinitrobezene;27;Y;3;27.3;;1;2;Yes;104.228;8.755;1.016;
1;1-chloro-2,4-dinitrobezene;27;Y;3;27.3;;1;3;Yes;101.892;7.062;0.82;
1;1-chloro-2,4-dinitrobezene;27;Y;3;27.3;;1;4;Yes;97.597;7.979;0.926;
1;1-chloro-2,4-dinitrobezene;27;Y;3;27.4;;2;1;Yes;101.183;7.285;0.846;ns
1;1-chloro-2,4-dinitrobezene;27;Y;3;27.4;;2;2;Yes;101.892;8.258;0.958;
1;1-chloro-2,4-dinitrobezene;27;Y;3;27.4;;2;3;Yes;101.267;8.259;0.959;
1;1-chloro-2,4-dinitrobezene;27;Y;3;27.4;;2;4;Yes;95.344;7.195;0.835;
1;Oxazolone;28;Y;1;28.1;;25;1;Yes;94.469;4.7085;0.528;ns
1;Oxazolone;28;Y;1;28.1;;25;2;Yes;98.321;10.1192;1.134;
1;Oxazolone;28;Y;1;28.1;;25;3;Yes;97.997;13.1201;1.47;
1;Oxazolone;28;Y;1;28.1;;25;4;Yes;100.23;8.6434;0.969;
1;Oxazolone;28;Y;1;28.2;;50;1;Yes;98.609;4.9569;0.556;ns
1;Oxazolone;28;Y;1;28.2;;50;2;Yes;90.617;6.2736;0.703;
1;Oxazolone;28;Y;1;28.2;;50;3;Yes;99.653;7.2303;0.81;
1;Oxazolone;28;Y;1;28.2;;50;4;Yes;99.761;11.7048;1.312;
1;Oxazolone;28;Y;1;28.3;;100;1;Yes;100.698;6.0992;0.684;ns
1;Oxazolone;28;Y;1;28.3;;100;2;Yes;99.905;7.6951;0.862;
1;Oxazolone;28;Y;1;28.3;;100;3;Yes;101.598;7.1987;0.807;
1;Oxazolone;28;Y;1;28.3;;100;4;Yes;99.725;6.0519;0.678;
1;Oxazolone;28;Y;1;28.4;;200;1;Yes;18.181;8.8641;0.993;ns
1;Oxazolone;28;Y;1;28.4;;200;2;Yes;33.266;8.911;0.999;
1;Oxazolone;28;Y;1;28.4;;200;3;Yes;51.375;6.1658;0.691;
1;Oxazolone;28;Y;1;28.4;;200;4;Yes;55.083;3.6522;0.409;
1;Oxazolone;28;Y;2;28.1;;25;1;Yes;92.478;6.2759;0.949;ns
1;Oxazolone;28;Y;2;28.1;;25;2;Yes;94.935;5.5531;0.839;
1;Oxazolone;28;Y;2;28.1;;25;3;Yes;91.093;7.053;1.066;
1;Oxazolone;28;Y;2;28.1;;25;4;Yes;93.193;5.6671;0.857;
1;Oxazolone;28;Y;2;28.2;;50;1;Yes;89.261;7.5084;1.135;ns
1;Oxazolone;28;Y;2;28.2;;50;2;Yes;92.969;6.5719;0.993;
1;Oxazolone;28;Y;2;28.2;;50;3;Yes;102.172;6.2455;0.944;
1;Oxazolone;28;Y;2;28.2;;50;4;Yes;90.646;7.8947;1.193;
1;Oxazolone;28;Y;2;28.3;;100;1;Yes;89.574;9.9732;1.507;ns
1;Oxazolone;28;Y;2;28.3;;100;2;Yes;87.921;9.5062;1.437;
1;Oxazolone;28;Y;2;28.3;;100;3;Yes;97.705;6.1878;0.935;
1;Oxazolone;28;Y;2;28.3;;100;4;Yes;95.471;5.26;0.795;
1;Oxazolone;28;Y;2;28.4;;200;1;Yes;83.677;1.8531;0.28;ns
1;Oxazolone;28;Y;2;28.4;;200;2;Yes;59.061;3.5433;0.536;
1;Oxazolone;28;Y;2;28.4;;200;3;Yes;84.526;7.8662;1.189;
1;Oxazolone;28;Y;2;28.4;;200;4;Yes;64.868;5.3692;0.812;
1;Oxazolone;28;Y;3;28.1;;25;1;Yes;106.564;13.6329;1.534;ns
1;Oxazolone;28;Y;3;28.1;;25;2;Yes;105.313;13.9044;1.564;
1;Oxazolone;28;Y;3;28.1;;25;3;Yes;103.936;6.6013;0.743;
1;Oxazolone;28;Y;3;28.1;;25;4;Yes;98.764;6.5986;0.742;
1;Oxazolone;28;Y;3;28.2;;50;1;Yes;106.522;8.5247;0.959;ns
1;Oxazolone;28;Y;3;28.2;;50;2;Yes;108.566;8.6057;0.968;
1;Oxazolone;28;Y;3;28.2;;50;3;Yes;107.898;7.9823;0.898;
1;Oxazolone;28;Y;3;28.2;;50;4;Yes;102.059;8.1304;0.915;
1;Oxazolone;28;Y;3;28.3;;100;1;Yes;101.517;8.9823;1.01;ns
1;Oxazolone;28;Y;3;28.3;;100;2;Yes;106.522;8.134;0.915;
1;Oxazolone;28;Y;3;28.3;;100;3;Yes;100.892;6.7624;0.761;
1;Oxazolone;28;Y;3;28.3;;100;4;Yes;97.597;7.995;0.899;
1;Oxazolone;28;Y;3;28.4;;200;1;Yes;46.046;5.5767;0.627;ns
1;Oxazolone;28;Y;3;28.4;;200;2;Yes;60.143;13.9506;1.569;
1;Oxazolone;28;Y;3;28.4;;200;3;Yes;75.533;4.825;0.543;
1;Oxazolone;28;Y;3;28.4;;200;4;Yes;47.088;5.1536;0.58;
1;Benzocaine;29;Y;1;29.1;;125;1;No;95.189;11.943;0.682;ns
1;Benzocaine;29;Y;1;29.1;;125;2;No;90.689;17.536;1.002;
1;Benzocaine;29;Y;1;29.1;;125;3;No;92.453;6.067;0.346;
1;Benzocaine;29;Y;1;29.1;;125;4;No;91.877;9.655;0.551;
1;Benzocaine;29;Y;1;29.2;;250;1;No;87.773;12.984;0.742;ns
1;Benzocaine;29;Y;1;29.2;;250;2;No;86.225;6.773;0.387;
1;Benzocaine;29;Y;1;29.2;;250;3;No;89.789;7.676;0.438;
1;Benzocaine;29;Y;1;29.2;;250;4;No;86.945;6.891;0.394;
1;Benzocaine;29;Y;1;29.3;;500;1;No;84.425;5.33;0.304;ns
1;Benzocaine;29;Y;1;29.3;;500;2;No;68.476;8.908;0.509;
1;Benzocaine;29;Y;1;29.3;;500;3;No;78.268;12.142;0.693;
1;Benzocaine;29;Y;1;29.3;;500;4;No;82.265;3.902;0.223;
1;Benzocaine;29;Y;1;29.4;;1000;1;No;58.071;3.927;0.224;ns
1;Benzocaine;29;Y;1;29.4;;1000;2;No;76.9;6.994;0.399;
1;Benzocaine;29;Y;1;29.4;;1000;3;No;81.148;4.325;0.247;
1;Benzocaine;29;Y;1;29.4;;1000;4;No;83.885;4.442;0.254;
1;Benzocaine;29;Y;2;29.1;;125;1;No;105.836;4.51;0.467;ns
1;Benzocaine;29;Y;2;29.1;;125;2;No;98.42;7.284;0.755;
1;Benzocaine;29;Y;2;29.1;;125;3;No;92.746;9.828;1.019;
1;Benzocaine;29;Y;2;29.1;;125;4;No;96.901;4.718;0.489;
1;Benzocaine;29;Y;2;29.2;;250;1;No;109.276;6.291;0.652;ns
1;Benzocaine;29;Y;2;29.2;;250;2;No;83.855;5.662;0.587;
1;Benzocaine;29;Y;2;29.2;;250;3;No;91.182;10.674;1.106;
1;Benzocaine;29;Y;2;29.2;;250;4;No;100.921;9.975;1.034;
1;Benzocaine;29;Y;2;29.3;;500;1;No;72.106;6.292;0.652;ns
1;Benzocaine;29;Y;2;29.3;;500;2;No;59.82;8.703;0.902;
1;Benzocaine;29;Y;2;29.3;;500;3;No;108.606;7.726;0.801;
1;Benzocaine;29;Y;2;29.3;;500;4;No;49.947;7.712;0.799;
1;Benzocaine;29;Y;2;29.4;;1000;1;No;100.251;3.062;0.317;ns
1;Benzocaine;29;Y;2;29.4;;1000;2;No;118.255;2.174;0.225;
1;Benzocaine;29;Y;2;29.4;;1000;3;No;85.732;5.382;0.558;
1;Benzocaine;29;Y;2;29.4;;1000;4;No;88.144;6.118;0.634;
1;Benzocaine;29;Y;3;29.1;;125;1;No;96.47;8.484;0.931;ns
1;Benzocaine;29;Y;3;29.1;;125;2;No;101.559;6.241;0.685;
1;Benzocaine;29;Y;3;29.1;;125;3;No;102.226;5.407;0.593;
1;Benzocaine;29;Y;3;29.1;;125;4;No;99.849;8.198;0.9;
1;Benzocaine;29;Y;3;29.2;;250;1;No;86.002;15.681;1.721;ns
1;Benzocaine;29;Y;3;29.2;;250;2;No;87.879;17.917;1.966;
1;Benzocaine;29;Y;3;29.2;;250;3;No;89.589;8.667;0.951;
1;Benzocaine;29;Y;3;29.2;;250;4;No;82.749;5.447;0.598;
1;Benzocaine;29;Y;3;29.3;;500;1;No;71.988;3.743;0.411;ns
1;Benzocaine;29;Y;3;29.3;;500;2;No;76.909;5.085;0.558;
1;Benzocaine;29;Y;3;29.3;;500;3;No;67.692;12;1.317;
1;Benzocaine;29;Y;3;29.3;;500;4;No;2.92;7.318;0.803;
1;Benzocaine;29;Y;3;29.4;;1000;1;No;76.784;8.925;0.979;ns
1;Benzocaine;29;Y;3;29.4;;1000;2;No;81.122;5.397;0.592;
1;Benzocaine;29;Y;3;29.4;;1000;3;No;72.405;6.404;0.703;
1;Benzocaine;29;Y;3;29.4;;1000;4;No;74.449;8.124;0.892;
1;Benzocaine;29;Y;1_R;29.1;;125;1;Yes;100.727;5.598;0.814;ns
1;Benzocaine;29;Y;1_R;29.1;;125;2;Yes;104.844;5.345;0.778;
1;Benzocaine;29;Y;1_R;29.1;;125;3;Yes;103.904;7.077;1.03;
1;Benzocaine;29;Y;1_R;29.1;;125;4;Yes;105.426;7.679;1.117;
1;Benzocaine;29;Y;1_R;29.2;;250;1;Yes;94.328;5.001;0.728;ns
1;Benzocaine;29;Y;1_R;29.2;;250;2;Yes;92.27;4.891;0.712;
1;Benzocaine;29;Y;1_R;29.2;;250;3;Yes;95.492;5.305;0.772;
1;Benzocaine;29;Y;1_R;29.2;;250;4;Yes;99.429;6.393;0.93;
1;Benzocaine;29;Y;1_R;29.3;;500;1;Yes;59.917;10.993;1.599;ns
1;Benzocaine;29;Y;1_R;29.3;;500;2;Yes;78.89;5.825;0.847;
1;Benzocaine;29;Y;1_R;29.3;;500;3;Yes;84.842;5.814;0.846;
1;Benzocaine;29;Y;1_R;29.3;;500;4;Yes;86.9;4.23;0.615;
1;Benzocaine;29;Y;1_R;29.4;;1000;1;Yes;85.289;5.088;0.74;ns
1;Benzocaine;29;Y;1_R;29.4;;1000;2;Yes;87.661;5.013;0.729;
1;Benzocaine;29;Y;1_R;29.4;;1000;3;Yes;52.221;6.426;0.935;
1;Benzocaine;29;Y;1_R;29.4;;1000;4;Yes;91.106;4.314;0.628;
1;Benzocaine;29;Y;2_R;29.1;;125;1;Yes;109.278;5.722;0.984;ns
1;Benzocaine;29;Y;2_R;29.1;;125;2;Yes;122.069;3.824;0.658;
1;Benzocaine;29;Y;2_R;29.1;;125;3;Yes;112.962;3.872;0.666;
1;Benzocaine;29;Y;2_R;29.1;;125;4;Yes;93.749;2.94;0.505;
1;Benzocaine;29;Y;2_R;29.2;;250;1;Yes;98.329;4.126;0.71;ns
1;Benzocaine;29;Y;2_R;29.2;;250;2;Yes;106.909;4.196;0.722;
1;Benzocaine;29;Y;2_R;29.2;;250;3;Yes;104.487;5.594;0.962;
1;Benzocaine;29;Y;2_R;29.2;;250;4;Yes;82.485;5.22;0.898;
1;Benzocaine;29;Y;2_R;29.3;;500;1;Yes;102.645;4.221;0.726;ns
1;Benzocaine;29;Y;2_R;29.3;;500;2;Yes;29.372;4.967;0.854;
1;Benzocaine;29;Y;2_R;29.3;;500;3;Yes;85.327;4.626;0.795;
1;Benzocaine;29;Y;2_R;29.3;;500;4;Yes;84.853;3.498;0.601;
1;Benzocaine;29;Y;2_R;29.4;;1000;1;Yes;97.381;6.277;1.079;ns
1;Benzocaine;29;Y;2_R;29.4;;1000;2;Yes;90.907;6.244;1.074;
1;Benzocaine;29;Y;2_R;29.4;;1000;3;Yes;97.013;7.442;1.28;
1;Benzocaine;29;Y;2_R;29.4;;1000;4;Yes;105.382;6.646;1.143;
1;Benzocaine;29;Y;3_R;29.1;;125;1;Yes;89.602;6.297;0.961;ns
1;Benzocaine;29;Y;3_R;29.1;;125;2;Yes;87.002;6.149;0.938;
1;Benzocaine;29;Y;3_R;29.1;;125;3;Yes;94.804;7.31;1.115;
1;Benzocaine;29;Y;3_R;29.1;;125;4;Yes;91.959;6.905;1.054;
1;Benzocaine;29;Y;3_R;29.2;;250;1;Yes;84.238;4.692;0.716;ns
1;Benzocaine;29;Y;3_R;29.2;;250;2;Yes;100.574;7.295;1.113;
1;Benzocaine;29;Y;3_R;29.2;;250;3;Yes;88.099;4.328;0.66;
1;Benzocaine;29;Y;3_R;29.2;;250;4;Yes;95.332;5.139;0.784;
1;Benzocaine;29;Y;3_R;29.3;;500;1;Yes;68.715;8.356;1.275;ns
1;Benzocaine;29;Y;3_R;29.3;;500;2;Yes;62.051;8.278;1.263;
1;Benzocaine;29;Y;3_R;29.3;;500;3;Yes;84.767;5.205;0.794;
1;Benzocaine;29;Y;3_R;29.3;;500;4;Yes;58.069;4.936;0.753;
1;Benzocaine;29;Y;3_R;29.4;;1000;1;Yes;76.071;4.151;0.633;ns
1;Benzocaine;29;Y;3_R;29.4;;1000;2;Yes;81.475;4.605;0.703;
1;Benzocaine;29;Y;3_R;29.4;;1000;3;Yes;93.26;5.727;0.874;
1;Benzocaine;29;Y;3_R;29.4;;1000;4;Yes;85.782;5.518;0.842;
2;2-Mercaptobenzothiazol;30;Y;1;30.1;;6.25;1;Yes;110.3;4.863;0.811;ns
2;2-Mercaptobenzothiazol;30;Y;1;30.1;;6.25;2;Yes;125.507;5.774;0.962;
2;2-Mercaptobenzothiazol;30;Y;1;30.1;;6.25;3;Yes;122.655;2.954;0.492;
2;2-Mercaptobenzothiazol;30;Y;1;30.1;;6.25;4;Yes;112.369;3.885;0.648;
2;2-Mercaptobenzothiazol;30;Y;1;30.2;;12.5;1;Yes;131.265;4.598;0.766;
2;2-Mercaptobenzothiazol;30;Y;1;30.2;;12.5;2;Yes;114.046;3.855;0.643;
2;2-Mercaptobenzothiazol;30;Y;1;30.2;;12.5;3;Yes;86.429;3.756;0.626;
2;2-Mercaptobenzothiazol;30;Y;1;30.2;;12.5;4;Yes;93.361;3.771;0.629;
2;2-Mercaptobenzothiazol;30;Y;1;30.3;;25;1;Yes;89.895;3.941;0.657;
2;2-Mercaptobenzothiazol;30;Y;1;30.3;;25;2;Yes;84.081;3.766;0.628;
2;2-Mercaptobenzothiazol;30;Y;1;30.3;;25;3;Yes;80.056;5.017;0.836;
2;2-Mercaptobenzothiazol;30;Y;1;30.3;;25;4;Yes;80.503;2.958;0.493;
2;2-Mercaptobenzothiazol;30;Y;1;30.4;;50;1;Yes;59.874;7.365;1.228;
2;2-Mercaptobenzothiazol;30;Y;1;30.4;;50;2;Yes;64.123;4.343;0.724;
2;2-Mercaptobenzothiazol;30;Y;1;30.4;;50;3;Yes;67.086;4.191;0.699;
2;2-Mercaptobenzothiazol;30;Y;1;30.4;;50;4;Yes;65.968;4.824;0.804;
2;2-Mercaptobenzothiazol;30;Y;2;30.1;;6.25;1;Yes;90.729;3.438;0.986;ns
2;2-Mercaptobenzothiazol;30;Y;2;30.1;;6.25;2;Yes;90.268;3.514;1.008;
2;2-Mercaptobenzothiazol;30;Y;2;30.1;;6.25;3;Yes;86.92;3.47;0.995;
2;2-Mercaptobenzothiazol;30;Y;2;30.1;;6.25;4;Yes;86.978;3.976;1.14;
2;2-Mercaptobenzothiazol;30;Y;2;30.2;;12.5;1;Yes;86.978;3.044;0.873;
2;2-Mercaptobenzothiazol;30;Y;2;30.2;;12.5;2;Yes;87.901;2.94;0.843;
2;2-Mercaptobenzothiazol;30;Y;2;30.2;;12.5;3;Yes;86.574;3.064;0.879;
2;2-Mercaptobenzothiazol;30;Y;2;30.2;;12.5;4;Yes;85.824;3.166;0.908;
2;2-Mercaptobenzothiazol;30;Y;2;30.3;;25;1;Yes;83.861;2.674;0.767;
2;2-Mercaptobenzothiazol;30;Y;2;30.3;;25;2;Yes;82.418;2.517;0.722;
2;2-Mercaptobenzothiazol;30;Y;2;30.3;;25;3;Yes;81.61;2.487;0.713;
2;2-Mercaptobenzothiazol;30;Y;2;30.3;;25;4;Yes;78.667;2.507;0.719;
2;2-Mercaptobenzothiazol;30;Y;2;30.4;;50;1;Yes;76.762;2.905;0.833;
