"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ontologyall","go","entrez","ensemblprot","symbol","path"
"ENSMUSG00000023132",478.00326632358,3.99075774148796,0.161247731370464,24.7492334159993,3.15976724738182e-135,3.38979830299122e-131,"BP","Gzma","14938","ENSMUSP00000023897","GO:0004252","04080"
"ENSMUSG00000028639",1149.30335124286,2.09427047495936,0.0871860506555072,24.0207058263749,1.68998454564069e-127,9.06507710281665e-124,"BP","Ybx1","22608",NA,"GO:0000122",NA
"ENSMUSG00000075602",394.00139458486,3.7682572017489,0.166495394987343,22.6328013578715,2.06087881913085e-113,7.36970265721192e-110,"CC","Ly6a","110454",NA,"GO:0005622",NA
"ENSMUSG00000026355",570.381248488949,-3.89176011162303,0.172658666211026,-22.5401956184838,1.67576694527599e-112,4.49440694723022e-109,"BP","Mcm6","17219",NA,"GO:0000166","03030"
"ENSMUSG00000021998",931.005066872922,-2.39849206521302,0.109204205693924,-21.963367161293,6.45352667011709e-107,1.38466868234032e-103,"BP","Lcp1","18826",NA,"GO:0001725",NA
"ENSMUSG00000021595",541.488359309852,-3.73382765966547,0.170569987080184,-21.890296901472,3.2141396393308e-106,5.74688167512346e-103,"BP","Nsun2","28114",NA,"GO:0000049",NA
"ENSMUSG00000027808",830.961042223467,-2.26545997129933,0.11011931410547,-20.5727758995077,4.8130727487458e-94,7.37637777836357e-91,"BP","Serp1","28146","ENSMUSP00000029385","GO:0001501",NA
"ENSMUSG00000001123",730.43468161581,2.07992757914843,0.105025139605216,19.8040924960136,2.74463934493155e-87,3.68056136155321e-84,"BP","Lgals9","16859",NA,"GO:0001819",NA
"ENSMUSG00000000751",443.036952561671,-3.29072201662795,0.172444157876237,-19.0828269113629,3.50763988027337e-81,4.18110673728585e-78,"BP","Rpa1","68275",NA,"GO:0000723","03030"
"ENSMUSG00000030978",410.927242601453,-4.00121135687347,0.211353669433062,-18.9313550486555,6.29228037874908e-80,6.75035839032201e-77,"BP","Rrm1","20133",NA,"GO:0000166","00230"
"ENSMUSG00000020719",616.583101168612,-2.64621912348708,0.141337774062241,-18.7226602445412,3.23579718882021e-78,3.15578474924211e-75,"BP","Ddx5","13207",NA,"GO:0000122","03040"
"ENSMUSG00000063524",3604.19464312828,0.967610146450434,0.0527027385150189,18.35976979023,2.757737074038e-75,2.46541694418997e-72,"BP","Eno1","13806","ENSMUSP00000075513","GO:0001701","00010"
"ENSMUSG00000029580",6518.19042951913,0.79730770496935,0.043556316038383,18.3052144324314,7.51953682100498e-75,6.20535315505704e-72,"BP","Actb","11461",NA,"GO:0000166","04145"
"ENSMUSG00000002870",482.22332036368,-2.76950588996899,0.154253722487202,-17.9542240233377,4.44754080091607e-72,3.40808697944483e-69,"BP","Mcm2","17216","ENSMUSP00000061923","GO:0000166","03030"
"ENSMUSG00000014956",358.118606339198,-3.48080666868242,0.199786491073244,-17.4226327815444,5.55606812301763e-68,3.97369992158221e-65,"BP","Ppp1cb","19046",NA,"GO:0000164","04114"
"ENSMUSG00000041859",408.096322764024,-2.99313977706638,0.171907770367039,-17.4113117206729,6.77144884887458e-68,4.54025645317041e-65,"BP","Mcm3","17215",NA,"GO:0000166","03030"
"ENSMUSG00000032939",420.474118426572,-2.98495110948707,0.172866105119494,-17.2674169260869,8.27648797985366e-67,5.22295076752177e-64,"BP","Nup93","71805",NA,"GO:0002230","03013"
"ENSMUSG00000022205",1633.24064749735,1.25560261061644,0.0737116344866569,17.0339813973835,4.59675720774546e-65,2.7396672958163e-62,"BP","Sub1","20024",NA,"GO:0001205",NA
"ENSMUSG00000060802",2687.19701749079,1.31653996510989,0.0775186174771329,16.9835325752327,1.08739361697586e-64,6.13976774890372e-62,"BP","B2m","12010","ENSMUSP00000099534","GO:0001916","04612"
"ENSMUSG00000017707",380.852226120906,-3.37543900779232,0.200148457360448,-16.8646766120884,8.1848846036488e-64,4.39037210139722e-61,"BP","Serinc3","26943","ENSMUSP00000017851","GO:0002376",NA
"ENSMUSG00000026356",456.494547371379,-2.52389100153973,0.149770591003885,-16.851712907204,1.0191942331021e-63,5.20662653939014e-61,"BP","Dars","226414",NA,"GO:0000166","00970"
"ENSMUSG00000002718",320.514465429796,-5.2008237693396,0.310067094447363,-16.773220578627,3.83166047185738e-63,1.86845697918573e-60,"BP","Cse1l","110750",NA,"GO:0005049",NA
"ENSMUSG00000064370",5334.75192142961,0.861221706049547,0.0514973467251824,16.7236131726454,8.82055625248397e-63,4.11421423811513e-60,"BP","CYTB","17711","ENSMUSP00000081003","GO:0005739","00190"
"ENSMUSG00000004880",359.109967778395,-3.29492249496924,0.1984365308189,-16.6044149299118,6.47483731226912e-62,2.89425227858429e-59,"BP","Lbr","98386",NA,"GO:0003677",NA
"ENSMUSG00000027763",386.110303236572,-2.72768530210928,0.164499904108815,-16.5816832349333,9.4543200950821e-62,4.05703783920163e-59,"BP","Mbnl1","56758",NA,"GO:0000380",NA
"ENSMUSG00000025240",238.966510465007,-4.88777650156992,0.295186008820458,-16.5582932643086,1.39495160378028e-61,5.75578492513647e-59,"BP","Sacm1l","83493","ENSMUSP00000026270","GO:0004438",NA
"ENSMUSG00000000001",350.598835586819,-3.07953803626897,0.188630426608892,-16.3257757066632,6.47129001337508e-60,2.57125923198103e-57,"BP","Gnai3","14679","ENSMUSP00000000001","GO:0000166","04062"
"ENSMUSG00000018654",467.23292112305,-2.44549455315562,0.151045452940758,-16.1904546316583,5.88918444371095e-59,2.25639895400468e-56,"BP","Ikzf1","22778",NA,"GO:0000122",NA
"ENSMUSG00000032116",330.229818028125,-3.49507664642201,0.217324826588803,-16.0822704947327,3.39697301851697e-58,1.25664574285e-55,"BP","Stt3a","16430",NA,"GO:0004576","00510"
"ENSMUSG00000023150",242.73816915366,-4.03031931982517,0.253593130837317,-15.8928568235181,7.10159591199429e-57,2.53953069812916e-54,"BP","Ivns1abp","117198",NA,"GO:0005515",NA
"ENSMUSG00000025968",277.429204244525,-3.46265503214208,0.219102559524449,-15.8038091369521,2.92872363988044e-56,1.01352732931088e-53,"BP","Ndufs1","227197",NA,"GO:0003954","00190"
"ENSMUSG00000044734",961.001768955719,1.39247089502086,0.0886317811299379,15.7107402928013,1.2767946244146e-55,4.28045397834995e-53,"BP","Serpinb1a","66222",NA,"GO:0004867","05146"
"ENSMUSG00000073411",2689.01403062234,0.894954047831061,0.0575179961573201,15.559548447815,1.37062453011103e-54,4.45577574516094e-52,"BP","H2-D1","14964",NA,"GO:0001916","04144"
"ENSMUSG00000022043",256.271266991818,-4.12051085617598,0.265585081903371,-15.5148430274979,2.75307184331332e-54,8.68675139266626e-52,"BP","Trim35","66854",NA,"GO:0005515",NA
"ENSMUSG00000021577",624.18190871827,-1.80645446558091,0.11885175189311,-15.1992245533373,3.57831757315621e-52,1.09680545499485e-49,"BP","Sdha","66945",NA,"GO:0000104","00020"
"ENSMUSG00000026553",279.60890415811,-3.63740000326697,0.242880008573476,-14.9761193794037,1.05181851155521e-50,3.13441916443452e-48,"BP","Copa","12847",NA,"GO:0005179",NA
"ENSMUSG00000032096",315.407608860157,-3.07551017293857,0.20545602016881,-14.969189855871,1.16734590725524e-50,3.38467213325249e-48,"BP","Arcn1","213827",NA,"GO:0005737",NA
"ENSMUSG00000006998",454.928662846273,-2.20379061758082,0.147942210282282,-14.8962937174987,3.48375500006659e-50,9.83519043176695e-48,"BP","Psmd2","21762",NA,"GO:0000502","03050"
"ENSMUSG00000031696",251.966280912242,-3.79718392690185,0.25724956703408,-14.7607009437602,2.62537964327959e-49,7.2218135418214e-47,"BP","Vps35","65114","ENSMUSP00000034131","GO:0005515",NA
"ENSMUSG00000026229",279.768556909152,-3.32442766829067,0.225273695471199,-14.7572829634505,2.76185060108532e-49,7.40728331211083e-47,"BP","Psmd1","70247",NA,"GO:0000502","03050"
"ENSMUSG00000040747",297.970355506708,2.4747012282633,0.168106250319533,14.7210542353983,4.72240479149161e-49,1.23565752690541e-46,"BP","Cd53","12508","ENSMUSP00000035781","GO:0001772",NA
"ENSMUSG00000032058",221.983841212244,-3.97029742206456,0.270511092887412,-14.6770225933656,9.04768928195698e-49,2.31103834801987e-46,"BP","Ppp2r1b","73699",NA,"GO:0005515","03015"
"ENSMUSG00000032902",261.534280448507,-3.32106613119467,0.229318157174726,-14.4823513851292,1.56645347432916e-47,3.90811927269842e-45,"BP","Slc16a1","20501","ENSMUSP00000045216","GO:0005739",NA
"ENSMUSG00000033732",279.810869375658,-2.91889749858822,0.201910433727441,-14.4563975456981,2.28445371526504e-47,5.56991351303713e-45,"BP","Sf3b3","101943","ENSMUSP00000045073","GO:0000398","03040"
"ENSMUSG00000024370",235.309952709914,-3.39929795484946,0.237059267416989,-14.3394434307015,1.2404625846079e-46,2.95726280170525e-44,"BP","Cdc23","52563",NA,"GO:0003674","04110"
"ENSMUSG00000022372",217.063320658154,-3.30627274310076,0.234207729976148,-14.1168386860565,2.99111365743356e-45,6.97579724281463e-43,"CC","Sla","20491",NA,"GO:0005515",NA
"ENSMUSG00000021048",231.743930234888,-3.03387399035274,0.215508435426882,-14.0777505267634,5.2040053696462e-45,1.18784190650137e-42,"BP","Mthfd1","108156","ENSMUSP00000021443","GO:0000105","00670"
"ENSMUSG00000021072",188.616431809946,-4.17275948063477,0.297594996222449,-14.0216049785853,1.14984491734094e-44,2.569903390257e-42,"BP","Tmx1","72736",NA,"GO:0003756",NA
"ENSMUSG00000052997",276.420565551664,-2.67999578792905,0.191682593559689,-13.9814249074969,2.02394805078359e-44,4.43120707934823e-42,"BP","Uba2","50995",NA,"GO:0000166","04120"
"ENSMUSG00000037149",360.996571256731,-2.38922992367907,0.171992901649397,-13.8914449420096,7.1380644845106e-44,1.53154311579659e-41,"BP","Ddx1","104721","ENSMUSP00000065987","GO:0000166",NA
"ENSMUSG00000027184",314.238010940275,-2.69589052173095,0.194552080501219,-13.8569092388301,1.15543283270017e-43,2.43048694690341e-41,"BP","Caprin1","53872",NA,"GO:0000932",NA
"ENSMUSG00000031207",316.21964547101,-2.76411703914436,0.199962308890085,-13.8231902526378,1.84699317008021e-43,3.81048898627317e-41,"BP","Msn","17698",NA,"GO:0001931","04670"
"ENSMUSG00000020456",309.493467375614,-2.56558361227797,0.186251255674965,-13.7748527008875,3.61118880856739e-43,7.30959123364358e-41,"BP","Ogdh","18293",NA,"GO:0004591","00020"
"ENSMUSG00000024740",254.291539203132,-3.02668311250173,0.219797175863862,-13.7703457772196,3.84369043980358e-43,7.63613167374311e-41,"BP","Ddb1","13194","ENSMUSP00000025649","GO:0000784","03420"
"ENSMUSG00000030058",343.577370334965,-2.28451093000095,0.166387370467472,-13.7300741251125,6.70648682396414e-43,1.30813073904522e-40,"BP","Copg1","54161",NA,"GO:0000139",NA
"ENSMUSG00000019505",1158.17278751233,1.09896516063983,0.0800972282192586,13.7203893951426,7.6652622002326e-43,1.46844523007313e-40,"BP","Ubb","22187","ENSMUSP00000019649","GO:0005634","05012"
"ENSMUSG00000061232",1510.0540939893,1.02040752109523,0.0747895078843394,13.6437255700795,2.20026413405228e-42,4.14112870703735e-40,"BP","H2-K1","14972",NA,"GO:0001916","04144"
"ENSMUSG00000027193",229.371982448961,-2.98191828690421,0.220384085152129,-13.5305518311171,1.03245683919406e-41,1.90968913290929e-39,"BP","Api5","11800",NA,"GO:0005634",NA
"ENSMUSG00000022018",284.734622151868,2.29476373258005,0.170592549747866,13.4517230440115,3.00780854375181e-41,5.46911356904566e-39,"BP","Rgcc","66214","ENSMUSP00000022595","GO:0000082",NA
"ENSMUSG00000022673",228.572207459641,-2.99478769039494,0.222965237749897,-13.4316349966367,3.94601889977214e-41,7.05548179279259e-39,"BP","Mcm4","17217","ENSMUSP00000023353","GO:0000166","03030"
"ENSMUSG00000078812",3740.1383369691,0.715136460980275,0.0533145637845903,13.4135292538391,5.03829304906435e-41,8.86078816891187e-39,"BP","Eif5a","276770",NA,"GO:0003723",NA
"ENSMUSG00000020917",243.306559601722,-3.01245595863495,0.225018532084884,-13.3875904829854,7.14616652963892e-41,1.23651733112849e-38,"BP","Acly","104112",NA,"GO:0000166","00020"
"ENSMUSG00000029767",178.136985743378,-3.71579490896965,0.279608455894654,-13.2892794571621,2.67138246307729e-40,4.54898270855446e-38,"CC","Calu","12321",NA,"GO:0004857",NA
"ENSMUSG00000050912",181.599867379393,-4.41142491398498,0.335035322036713,-13.1670442601917,1.35811249270933e-39,2.27653606590402e-37,"BP","Tmem123","71929",NA,"GO:0003674",NA
"ENSMUSG00000029686",198.511196025343,-3.61544504016877,0.27529707200779,-13.1328859177495,2.13367376005775e-39,3.52154647659993e-37,"BP","Cul1","26965",NA,"GO:0004842","04110"
"ENSMUSG00000041272",294.715228100715,-2.31189111073347,0.176078978724239,-13.1298530209798,2.22087155996087e-39,3.60992577200912e-37,"CC","Tox","252838",NA,"GO:0003677",NA
"ENSMUSG00000058355",256.873156391127,-2.74440240501763,0.209066700011025,-13.1269226752654,2.3084841968284e-39,3.69633111396643e-37,"BP","Abce1","24015","ENSMUSP00000079379","GO:0000054",NA
"ENSMUSG00000054408",262.262601450571,-2.49250071701484,0.19199347833173,-12.9822155349894,1.54350199095088e-38,2.43510137631193e-36,"BP","Spcs3","76687","ENSMUSP00000136527","GO:0003674","03060"
"ENSMUSG00000026395",351.270717001789,-2.12336122837995,0.163623824504906,-12.9770908045013,1.65030703648795e-38,2.56586867933953e-36,"BP","Ptprc","19264",NA,"GO:0000187","04514"
"ENSMUSG00000028249",708.749349031583,-1.43558552712056,0.110895024642208,-12.9454457650588,2.49311883528291e-38,3.82088269498787e-36,"BP","Sdcbp","53378",NA,"GO:0001948",NA
"ENSMUSG00000070372",187.691905427268,-3.63456392420387,0.280831683344441,-12.9421434252704,2.60265336491046e-38,3.93257257729006e-36,"BP","Capza1","12340",NA,"GO:0003779",NA
"ENSMUSG00000029110",290.004828516098,-2.42363040624393,0.188410501896754,-12.8635632400791,7.21714290110055e-38,1.07535429226398e-35,"BP","Rnf4","19822",NA,"GO:0003677",NA
"ENSMUSG00000024981",276.753307538202,-2.34636890918919,0.184150746457705,-12.7415661045289,3.47351338056113e-37,5.10463719817258e-35,"BP","Acsl5","433256","ENSMUSP00000046585","GO:0000166","00071"
"ENSMUSG00000064215",231.624504133742,2.93643866874166,0.23147588200328,12.6857219133527,7.09570361791833e-37,1.0286852488247e-34,"BP","Ifi27","52668",NA,"GO:0000122",NA
"ENSMUSG00000031557",176.803067410906,-3.754543441769,0.296844933656902,-12.6481641290485,1.14519607401541e-36,1.63808846427164e-34,"BP","Plekha2","83436",NA,"GO:0001954",NA
"ENSMUSG00000039242",287.349722745329,-2.41475492967727,0.192158357053299,-12.5664840536053,3.22761275561499e-36,4.55603021608389e-34,"BP","B3galnt2","97884","ENSMUSP00000097336","GO:0000009",NA
"ENSMUSG00000020361",357.730535909894,-1.98981174596713,0.15859602929016,-12.5464159151593,4.15913005114763e-36,5.79469444009243e-34,"BP","Hspa4","15525",NA,"GO:0000166","04612"
"ENSMUSG00000024359",500.367306834389,-1.73750229335893,0.140457696370589,-12.3702889785023,3.78457350926774e-35,5.13935501359802e-33,"BP","Hspa9","15526","ENSMUSP00000025217","GO:0000166","03018"
"ENSMUSG00000031826",200.444942797021,-3.56473364420961,0.288164871540427,-12.3704656475087,3.77625824953083e-35,5.13935501359802e-33,"BP","Usp10","22224",NA,"GO:0002039",NA
"ENSMUSG00000026600",311.218461009453,-2.04101782953048,0.166323778227411,-12.2713532080773,1.29077855976609e-34,1.73093404864633e-32,"BP","Soat1","20652",NA,"GO:0000062","00100"
"ENSMUSG00000029622",1131.23198884623,1.04805052399558,0.0854594404432586,12.2637185378184,1.41838443357398e-34,1.87857138313354e-32,"BP","Arpc1b","11867",NA,"GO:0003779","04666"
"ENSMUSG00000024231",176.894268422794,-3.64735045812044,0.298478715999234,-12.2198008186614,2.43681009611613e-34,3.18806081843096e-32,"BP","Cul2","71745",NA,"GO:0005515","04120"
"ENSMUSG00000030942",152.96660203481,-3.27967685202271,0.269469832926687,-12.1708497622997,4.44431423408799e-34,5.74441001244529e-32,"BP","Thumpd1","233802","ENSMUSP00000033236","GO:0003723",NA
"ENSMUSG00000071646",211.923116153139,-2.75967375643521,0.227188350551944,-12.1470742215906,5.94553945810117e-34,7.59330325077492e-32,"BP","Mta2","23942","ENSMUSP00000093959","GO:0000118",NA
"ENSMUSG00000003779",158.846672862403,-3.3754865357219,0.279009107693167,-12.098123117307,1.08053425778067e-33,1.36376135499659e-31,"BP","Kif20a","19348",NA,"GO:0000166",NA
"ENSMUSG00000019818",231.813765920968,-2.58603227532342,0.215336682933749,-12.0092510021576,3.17709466929468e-33,3.91768639220613e-31,"BP","Cd164","53599",NA,"GO:0005515","04142"
"ENSMUSG00000031299",305.220572725572,-2.13953262993917,0.178151708170595,-12.0096105275083,3.16331308468768e-33,3.91768639220613e-31,"BP","Pdha1","18597",NA,"GO:0004738","00010"
"ENSMUSG00000033953",133.235366592118,-3.55596074880498,0.300336103042776,-11.8399376990602,2.42633132855438e-32,2.95791846508311e-30,"BP","Ppp3r1","19058",NA,"GO:0001569","04010"
"ENSMUSG00000021025",113.342652700351,3.2363478366201,0.276665963981497,11.6976724930159,1.30997317718795e-31,1.5790328365025e-29,"BP","Nfkbia","18035","ENSMUSP00000021413","GO:0000060","04062"
"ENSMUSG00000022477",375.291718200504,-1.7997635261819,0.155005666126565,-11.61095314227,3.6255150462458e-31,4.32161393512499e-29,"BP","Aco2","11429",NA,"GO:0003994","00020"
"ENSMUSG00000019977",171.501882608564,-3.01092072203315,0.259495183650785,-11.6029927017262,3.97915301926286e-31,4.69102786710461e-29,"BP","Hbs1l","56422",NA,"GO:0000166","03015"
"ENSMUSG00000020463",182.39260743423,-3.0201082114611,0.260688399268068,-11.585126994299,4.90239512749325e-31,5.7166190138856e-29,"BP","Smek2","104570",NA,"GO:0005515",NA
"ENSMUSG00000020464",135.53186080859,-3.6889828325734,0.318755688767723,-11.5730729287833,5.64248830173811e-31,6.50888327968241e-29,"BP","Pnpt1","71701",NA,"GO:0000175","00230"
"ENSMUSG00000025935",459.717068849413,-1.56239826776059,0.135058121764313,-11.5683399661599,5.96251296378459e-31,6.80487649739161e-29,"BP","Tram1","72265",NA,"GO:0003674","04141"
"ENSMUSG00000029657",174.243230059481,-2.88071549194496,0.249373371491502,-11.5518167586034,7.2276236697192e-31,8.16188912934185e-29,"BP","Hsph1","15505",NA,"GO:0000166","04141"
"ENSMUSG00000027429",165.696375238879,-3.56260905571834,0.309817961840697,-11.499039741118,1.33391155402792e-30,1.49064616162621e-28,"BP","Sec23b","27054",NA,"GO:0005515","04141"
"ENSMUSG00000026430",127.696926694594,-3.57727505728532,0.311612761630981,-11.4798734126351,1.66524147546791e-30,1.84172273699173e-28,"BP","Rassf5","54354",NA,"GO:0005515","04670"
"ENSMUSG00000021196",649.93398453959,-1.30493491045401,0.114554240728911,-11.3914151248412,4.61434065247919e-30,5.05129046120375e-28,"BP","Pfkp","56421",NA,"GO:0000166","00010"
"ENSMUSG00000028452",252.458564571652,-2.22528075297264,0.195571346987618,-11.3783577566376,5.35995454460373e-30,5.80824165197059e-28,"BP","Vcp","269523","ENSMUSP00000030164","GO:0000166","04141"
"ENSMUSG00000016018",152.080638654997,-3.81584037224948,0.335494042891323,-11.3737947158887,5.64776634837777e-30,6.05892373853967e-28,"BP","Skiv2l2","72198","ENSMUSP00000022281","GO:0000166","03018"
"ENSMUSG00000025007",174.514379900426,-3.05951149079057,0.269182908184347,-11.3659203380599,6.18095585218472e-30,6.56527667150868e-28,"BP","Aldh18a1","56454",NA,"GO:0000166","00330"
"ENSMUSG00000040084",119.256988506324,-4.13250336368486,0.363615115874438,-11.3650483251964,6.2429907657448e-30,6.56615734655982e-28,"BP","Bub1b","12236","ENSMUSP00000037126","GO:0000166","04110"
"ENSMUSG00000032745",166.568262228275,-2.80802143280638,0.247907652795351,-11.326884834509,9.65788161893137e-30,1.00591994182423e-27,"BP","Gpbp1","73274",NA,"GO:0003677",NA
"ENSMUSG00000027206",198.447610449083,-2.38539211267392,0.211068932521419,-11.3014837578328,1.29019450442957e-29,1.33088525418466e-27,"BP","Cops2","12848",NA,"GO:0000122",NA
"ENSMUSG00000024271",158.800905243169,-3.10406853924784,0.275139171178369,-11.281812494941,1.61386150715815e-29,1.64890535702787e-27,"BP","Elp2","58523","ENSMUSP00000025120","GO:0000123",NA
"ENSMUSG00000024661",1291.99929576387,0.882897686302146,0.0785828343418908,11.2352486862578,2.73722018460296e-29,2.77027340947363e-27,"BP","Fth1","14319","ENSMUSP00000025563","GO:0004322","00860"
"ENSMUSG00000025130",253.259586502228,-2.12178110050283,0.19033710899857,-11.1474904272018,7.36544247932373e-29,7.38471653440981e-27,"BP","P4hb","18453",NA,"GO:0003756","04141"
"ENSMUSG00000021754",124.509696674841,-4.38881143294552,0.393858615560728,-11.1431139488907,7.73660447337058e-29,7.68502711021477e-27,"BP","Map3k1","26401",NA,"GO:0000166","04010"
"ENSMUSG00000026496",261.546648128552,-2.10893655052703,0.189398319622588,-11.1349274625534,8.48140292915353e-29,8.34756794715221e-27,"BP","Parp1","11545",NA,"GO:0000723","03410"
"ENSMUSG00000025903",114.76752167512,-4.27959877616872,0.385606441454737,-11.0983591457226,1.27768012059493e-28,1.24608657579477e-26,"BP","Lypla1","18777",NA,"GO:0002084","00564"
"ENSMUSG00000091705",339.846399446519,-1.71382882449638,0.15453082954691,-11.0905301519534,1.39458796674341e-28,1.34785042407417e-26,"BP","H2-Q2","15013","ENSMUSP00000078138","GO:0002474","04144"
"ENSMUSG00000025647",117.120051601331,2.91903591881135,0.265534637119478,10.9930514168588,4.12731803009659e-28,3.95338105597109e-26,"BP","Shisa5","66940",NA,"GO:0004871","04115"
"ENSMUSG00000019179",1629.47313811834,0.763913062555678,0.0695159644860466,10.9890306234478,4.3153589967299e-28,4.09691781565649e-26,"BP","Mdh2","17448",NA,"GO:0003824","00020"
"ENSMUSG00000021185",111.011574081836,-3.79353527353923,0.347393276973222,-10.9200019833189,9.2493787885712e-28,8.70415224945542e-26,"BP","9030617O03Rik","217830",NA,"GO:0003674",NA
"ENSMUSG00000016319",973.299839626278,0.987863528618151,0.0907197587226165,10.8891772038176,1.29807705397007e-27,1.21093657695573e-25,"BP","Slc25a5","11740","ENSMUSP00000016463","GO:0005215","04020"
"ENSMUSG00000038644",187.409265906176,-2.45438027106704,0.228352001784839,-10.7482319046173,6.04084536537793e-27,5.58674043791159e-25,"BP","Pold1","18971",NA,"GO:0000109","00230"
"ENSMUSG00000030062",645.838824051919,-1.20077921476578,0.11233164495365,-10.6895898770221,1.13873398955789e-26,1.04413147350231e-24,"BP","Rpn1","103963","ENSMUSP00000032143","GO:0004579","00510"
"ENSMUSG00000032035",174.407081704479,-2.58264946822792,0.242703305467979,-10.6411796215468,1.91686993779893e-26,1.74272717734805e-24,"BP","Ets1","23871",NA,"GO:0000981","04320"
"ENSMUSG00000068823",217.154400975847,-2.18303186508982,0.206283816073881,-10.5826618231067,3.58622587471606e-26,3.23302783058436e-24,"BP","Csde1","229663",NA,"GO:0003676",NA
"ENSMUSG00000056999",278.903796328387,-2.00503829016586,0.190448856142157,-10.5279618412055,6.42096780055789e-26,5.74034521369876e-24,"BP","Ide","15925",NA,"GO:0000166","05010"
"ENSMUSG00000074698",137.603374588834,-3.08571272718753,0.295793126853658,-10.4319960372648,1.77127717472312e-25,1.57043483722559e-23,"BP","Csnk2a1","12995",NA,"GO:0004674","03008"
"ENSMUSG00000031352",113.769792262819,-3.24645163202727,0.31215815073992,-10.4000219899179,2.47875986380366e-25,2.17968326384308e-23,"CC","Hccs","15159",NA,"GO:0004408","00860"
"ENSMUSG00000063229",6720.91970364767,0.467483562998362,0.045168001933515,10.3498836119976,4.18994850623036e-25,3.65445264836092e-23,"BP","Ldha","16828",NA,"GO:0003824","00010"
"ENSMUSG00000020114",126.993073249069,-3.04778080672389,0.294692402320696,-10.3422442612116,4.5378387181311e-25,3.89455470144884e-23,"BP","Cand1","71902",NA,"GO:0000151",NA
"ENSMUSG00000042520",260.268721724646,-1.90679679273415,0.184356129925505,-10.3430072735018,4.50184287292235e-25,3.89455470144884e-23,"BP","Ubap2l","74383",NA,"GO:0003674",NA
"ENSMUSG00000029176",110.698687321418,-3.95824750510002,0.384767879687904,-10.2873647049506,8.03452275028401e-25,6.84082222738468e-23,"BP","Anapc4","52206",NA,"GO:0005634","04110"
"ENSMUSG00000030695",2487.75534398294,0.689878340540105,0.0670812648526492,10.2842178372082,8.30133247622377e-25,7.01233817361642e-23,"BP","Aldoa","11674",NA,"GO:0002020","00010"
"ENSMUSG00000005103",350.951065065982,-1.57801129872439,0.153788535729365,-10.2609163371017,1.05698911628243e-24,8.85889003084214e-23,"BP","Wdr1","22388",NA,"GO:0002446",NA
"ENSMUSG00000001774",122.418617226646,-3.18149133188934,0.310543101889769,-10.244926751001,1.24719315045514e-24,1.03720062930874e-22,"BP","Chordc1","66917","ENSMUSP00000001825","GO:0005515",NA
"ENSMUSG00000012535",160.181734559031,-2.52940574518829,0.247690777565685,-10.2119496335204,1.75306404577804e-24,1.44668239100822e-22,"BP","Tnpo3","320938",NA,"GO:0005634",NA
"ENSMUSG00000022247",449.979502869564,1.41919882824805,0.139250622728952,10.1916874799941,2.15982161713057e-24,1.76874551973868e-22,"BP","Brix1","67832",NA,"GO:0000027",NA
"ENSMUSG00000005410",442.503225209759,-1.3390412022698,0.13199205770973,-10.1448619371822,3.49271940959833e-24,2.83862832016446e-22,"BP","Mcm5","17218","ENSMUSP00000126135","GO:0000166","03030"
"ENSMUSG00000067274",1373.48787297683,0.858940413607213,0.0846905166816703,10.1421085531423,3.59259919529407e-24,2.89784993737705e-22,"BP","Rplp0","11837",NA,"GO:0002181","03010"
"ENSMUSG00000020929",216.449066238939,-2.02720479641442,0.200856029024209,-10.092825225426,5.94338404916375e-24,4.75825552831558e-22,"BP","Eftud2","20624",NA,"GO:0000166","03040"
"ENSMUSG00000030447",181.178806237871,-2.31963764472513,0.230953247600888,-10.0437541745839,9.78765923169346e-24,7.77792653611907e-22,"BP","Cyfip1","20430",NA,"GO:0003779","04810"
"ENSMUSG00000000346",1097.84422302882,0.81807040341167,0.0816418287179092,10.0202361492696,1.24205818160502e-23,9.75598194474934e-22,"CC","Dazap2","23994","ENSMUSP00000000356","GO:0005515",NA
"ENSMUSG00000006519",497.295490689093,1.19479973626092,0.119242284603938,10.0199332831423,1.24587017750807e-23,9.75598194474934e-22,"BP","Cyba","13057",NA,"GO:0001725","04145"
"ENSMUSG00000022241",397.799687104327,-1.45717151933535,0.145891877144891,-9.98802365047494,1.71976288616973e-23,1.33692871324847e-21,"BP","Tars","110960","ENSMUSP00000022849","GO:0000166","00970"
"ENSMUSG00000079197",307.466407456015,1.63231453292534,0.163835335841777,9.96314088495373,2.20969187593263e-23,1.70543701043203e-21,"BP","Psme2","19188",NA,"GO:0000502","03050"
"ENSMUSG00000037458",97.672879541196,-4.42980769385855,0.44594410848815,-9.93354909178324,2.97474914912434e-23,2.27950777655757e-21,"BP","Azin1","54375",NA,"GO:0003824",NA
"ENSMUSG00000049744",153.153207929786,-2.66555305649436,0.268920042233222,-9.91206543907444,3.68938966504624e-23,2.80707605153306e-21,"BP","Arhgap15","76117",NA,"GO:0005096",NA
"ENSMUSG00000020290",114.178912202667,-3.41432946769463,0.344881320650496,-9.90001273845364,4.16222025292947e-23,3.12332835831022e-21,"BP","Xpo1","103573",NA,"GO:0000055","03008"
"ENSMUSG00000038212",86.5344835794773,-4.69235861115498,0.4739762186112,-9.89998744009581,4.1632732591197e-23,3.12332835831022e-21,"BP","Mfsd14b","66631",NA,"GO:0005215",NA
