"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ontologyall","go","entrez","ensemblprot","symbol","path"
"ENSMUSG00000048490",15.2947524774444,0.32523464104644,0.578159020893606,0.562534924290821,0.573751615702976,0.713978347437829,"BP","Nrip1","268903",NA,"GO:0000118",NA
"ENSMUSG00000004771",156.48794412542,-0.113452577063129,0.20183473588792,-0.562106302287482,0.57404359468651,0.714258835977369,"BP","Rab11a","53869",NA,"GO:0000166","04144"
"ENSMUSG00000090952",3.06105351176814,0.428623391867382,0.764561104296502,0.560613650705882,0.575060943657144,0.715441702835885,NA,NA,NA,NA,NA,NA
"ENSMUSG00000029227",80.6410962911043,-0.160785504730396,0.287343616040472,-0.55955829799173,0.575780756172253,0.715839141524619,"BP","Fip1l1","66899",NA,"GO:0003723","03015"
"ENSMUSG00000030316",71.4455123443797,0.174466744568758,0.311617767822651,0.559874187495145,0.575565256370845,0.715839141524619,"BP","Tamm41","68971",NA,"GO:0003674",NA
"ENSMUSG00000040282",17.8181322717665,-0.313842621302232,0.560851937252212,-0.559581951057966,0.575764618732186,0.715839141524619,"BP","BC052040","399568",NA,"GO:0003674",NA
"ENSMUSG00000040714",4.59141088037094,-0.414628844560886,0.740426497487883,-0.559986502330262,0.57548864437969,0.715839141524619,"BP","Klc3","232943",NA,"GO:0003777",NA
"ENSMUSG00000069844",19.0747989653092,0.287163416122586,0.513049130058099,0.559719136625505,0.575671027304185,0.715839141524619,"BP","Sco1","52892",NA,"GO:0003674",NA
"ENSMUSG00000075486",32.0637860080981,0.231513355091378,0.413558010033076,0.5598086591839,0.575609956648789,0.715839141524619,"BP","Commd6","66200","ENSMUSP00000097912","GO:0005575",NA
"ENSMUSG00000005474",8.48674441132706,-0.368016818516865,0.658167179202877,-0.559154011542448,0.576056615939892,0.716099116547296,"BP","Myl10","59310","ENSMUSP00000142570","GO:0005509","04510"
"ENSMUSG00000015214",13.1297814481494,-0.338408370281273,0.605359712466664,-0.559020303651125,0.576147863561443,0.716129565552909,"BP","Mtmr1","53332",NA,"GO:0004438","00051"
"ENSMUSG00000096986",4.83159949622548,-0.415042506452413,0.743091805784576,-0.55853462953235,0.576479364411368,0.716458598401895,"BP","4930509E16Rik","75115",NA,"GO:0003674",NA
"ENSMUSG00000020423",58.753191301045,0.178222415167183,0.319157650120323,0.55841498738944,0.57656104094512,0.716477104976166,"BP","Btg2","12227","ENSMUSP00000020692","GO:0000122","03018"
"ENSMUSG00000071658",3.53001971454398,0.425761900434438,0.762744304539579,0.558197416749566,0.576709584663857,0.716495706343238,"BP","Gng3","14704","ENSMUSP00000093978","GO:0001664","04062"
"ENSMUSG00000107561",13.9795420383289,0.327091478772047,0.585938194807524,0.558235461812647,0.576683608556221,0.716495706343238,NA,NA,NA,NA,NA,NA
"ENSMUSG00000021866",1.82414491886728,-0.410653156887475,0.736447722765377,-0.557613451971123,0.577108368725241,0.716908126410883,"BP","Anxa11","11744",NA,"GO:0005509",NA
"ENSMUSG00000052676",9.18945283487827,-0.355170878286901,0.637354506758324,-0.557257969498562,0.577351187966238,0.717126727393979,"BP","Zmat1","215693",NA,"GO:0002039",NA
"ENSMUSG00000027287",16.9273862299306,0.326606871249545,0.586604639632428,0.556775124476,0.577681081725749,0.717453420323435,"BP","Snap23","20619",NA,"GO:0002553","04130"
"ENSMUSG00000022897",33.8639583247074,0.232178977997448,0.417627391902559,0.555947676084476,0.578246624743165,0.71807266931875,"BP","Dyrk1a","13548",NA,"GO:0000166",NA
"ENSMUSG00000074876",6.64878305276457,-0.410231209501732,0.738774367341994,-0.5552861978383,0.57869891794305,0.718551156445954,NA,NA,NA,NA,NA,NA
"ENSMUSG00000002732",1.84384008682366,0.411763071155951,0.742874565092754,0.554283442325878,0.579384880141562,0.719319638254678,"BP","Fkbp7","14231",NA,"GO:0003755",NA
"ENSMUSG00000040177",13.6539857011378,-0.3163762327995,0.570910757615719,-0.554160573398152,0.579468958212982,0.719339811934873,"BP","2310057M21Rik","68277",NA,"GO:0005575",NA
"ENSMUSG00000086430",6.15973237592303,-0.404502366405531,0.730064697999163,-0.554063725467239,0.579535234391602,0.719339811934873,NA,NA,NA,NA,NA,NA
"ENSMUSG00000048234",8.18411985875745,0.363503988344172,0.656295308311061,0.553872599332805,0.579666038635424,0.719418933651183,"BP","Rnf149","67702",NA,"GO:0005515",NA
"ENSMUSG00000059820",6.09308882804388,0.391513184515902,0.707093290439066,0.553693819202829,0.579788405968971,0.719487567291512,"BP","AU019823","270156",NA,"GO:0003674",NA
"ENSMUSG00000020430",258.671541070608,-0.0920269691108103,0.166307836383525,-0.553353173921314,0.580021596586267,0.719693695139656,"BP","Pes1","64934",NA,"GO:0000463",NA
"ENSMUSG00000025571",23.1186196749784,-0.270648266162741,0.489217179086145,-0.55322723267468,0.58010782149704,0.719717440617583,"BP","Tnrc6c","217351",NA,"GO:0000166",NA
"ENSMUSG00000020732",4.58154941194214,-0.411852168538566,0.744928043891143,-0.552875102388749,0.580348937241199,0.719933325476824,"BP","Rab37","58222",NA,"GO:0000166",NA
"ENSMUSG00000021671",40.9050266033481,-0.219004055362463,0.39650170651431,-0.552340763644505,0.58071490705924,0.720294461814162,"BP","Poc5","67463","ENSMUSP00000096898","GO:0005515",NA
"ENSMUSG00000061778",14.8347909053182,-0.327288579463372,0.592641385741192,-0.552254006112053,0.580774337685729,0.720294461814162,"BP","Mospd2","76763",NA,"GO:0003674",NA
"ENSMUSG00000030319",14.4800993941423,-0.334612473462579,0.607096363643398,-0.551168634011333,0.581518079596125,0.721133505711158,"BP","Cand2","67088","ENSMUSP00000075377","GO:0005515",NA
"ENSMUSG00000101952",8.64534584031435,0.367984539994069,0.668713240858506,0.550287503686399,0.582122193924445,0.721799225198965,NA,NA,NA,NA,NA,NA
"ENSMUSG00000040430",16.857245651577,-0.308151461949076,0.560131228749497,-0.550141549217012,0.582222290487812,0.721839908974141,"BP","Pitpnc1","71795",NA,"GO:0005622",NA
"ENSMUSG00000045594",49.2649583974985,0.199218018862643,0.362191096837931,0.550035659633528,0.582294915312165,0.721846527787024,"BP","Glb1","12091","ENSMUSP00000055803","GO:0004553","00052"
"ENSMUSG00000097664",7.13245039806084,-0.385260291126365,0.700804030068399,-0.549740404730212,0.582497439491416,0.722014157234421,NA,NA,NA,NA,NA,NA
"ENSMUSG00000087440",4.12004192554569,-0.411677040452972,0.749347432247151,-0.549380731469821,0.582744194566023,0.722236566463066,NA,"4930577N17Rik","67746",NA,NA,NA
"ENSMUSG00000055200",13.8081849072279,0.313831622873857,0.571728781759685,0.548916956581993,0.58306244089222,0.722547518296377,"BP","Sertad3","170742","ENSMUSP00000068187","GO:0005515",NA
"ENSMUSG00000096996",12.5418635396525,0.326573007390381,0.595064561060954,0.548802648922878,0.583140892241861,0.722561271883886,NA,NA,NA,NA,NA,NA
"ENSMUSG00000039156",28.4917443588764,0.251633858128334,0.458806569626566,0.54845304053328,0.583380865148746,0.72277513815865,"BP","Stim2","116873",NA,"GO:0002115",NA
"ENSMUSG00000028944",28.6236801988315,-0.244401732679681,0.445942270860892,-0.548056886842915,0.583652842591857,0.723028602231576,"BP","Prkag2","108099",NA,"GO:0000166","04910"
"ENSMUSG00000034892",102.593460639812,-0.140392242573643,0.256254969357079,-0.547861541674196,0.583786977636162,0.723111268454075,"BP","Rps29","20090","ENSMUSP00000038352","GO:0003735","03010"
"ENSMUSG00000056938",4.28408265238477,0.416261755252053,0.7601622148834,0.547595956628682,0.583969366380206,0.723253678426096,"BP","Acbd4","67131",NA,"GO:0003674",NA
"ENSMUSG00000057329",7.54124557716076,0.388783328341611,0.710143871659872,0.547471215139657,0.584055040915279,0.723276287537703,"BP","Bcl2","12043","ENSMUSP00000108371","GO:0000209","04141"
"ENSMUSG00000039253",5.06817769044316,-0.405683831588,0.741249118505923,-0.547297556866853,0.584174322055809,0.723340504041403,"BP","Fn3krp","238024","ENSMUSP00000038061","GO:0005575",NA
"ENSMUSG00000025759",9.63095682321157,0.363938081784966,0.665717425214876,0.546685527523177,0.584594798723724,0.723777611160775,"BP","Mfsd8","72175",NA,"GO:0003674","04142"
"ENSMUSG00000074151",16.0224294916145,-0.310486649125117,0.568263452612955,-0.546378000727403,0.584806129038901,0.72395570647696,"BP","Nlrc5","434341",NA,"GO:0000166",NA
"ENSMUSG00000033446",55.1448376595153,0.197849539315766,0.362536523210278,0.545736847597584,0.585246839275912,0.724405786898178,"BP","Lpar6","67168","ENSMUSP00000042327","GO:0004871","04080"
"ENSMUSG00000047126",95.552652152776,-0.151360902012687,0.277494147441159,-0.54545619577358,0.585439799814243,0.724405786898178,"BP","Cltc","67300",NA,"GO:0001649","04142"
"ENSMUSG00000074627",17.2454759945194,-0.302719733574632,0.554804310987685,-0.54563334779378,0.585317996528364,0.724405786898178,"BP","Mroh8","629499",NA,"GO:0003674",NA
"ENSMUSG00000079641",29.2795399331386,-0.242865045391148,0.445229225219423,-0.545483161558984,0.585421258361444,0.724405786898178,"BP","Rpl39","67248","ENSMUSP00000110886","GO:0002227","03010"
"ENSMUSG00000038416",163.452186869401,0.113944271689968,0.208947094821102,0.545325943811405,0.585529363834756,0.724433054459608,"BP","Cdc16","69957",NA,"GO:0005515","04110"
"ENSMUSG00000084974",4.1642387936728,0.410452632948257,0.752884268241143,0.545173608032931,0.585634121228497,0.724479111224552,NA,NA,NA,NA,NA,NA
"ENSMUSG00000006281",12.4019748966624,0.323449042655673,0.59352188828114,0.5449656517174,0.585777141478914,0.724531692078537,"BP","Tep1","21745","ENSMUSP00000006444","GO:0000166",NA
"ENSMUSG00000051184",2.21284821958877,0.416389388781892,0.764135831146588,0.544915408765872,0.585811698088108,0.724531692078537,"BP","Zfp524","66056","ENSMUSP00000146921","GO:0003676",NA
"ENSMUSG00000102930",3.93273187298526,0.411528157097138,0.755729394690179,0.544544330270294,0.586066951531329,0.724763833547907,NA,NA,NA,NA,NA,NA
"ENSMUSG00000049411",19.8389950892014,-0.288826359440379,0.530844336717947,-0.54408861404853,0.586380495225413,0.725021636070172,"CC","Tmem241","338363",NA,"GO:0005575",NA
"ENSMUSG00000102457",2.41842627721261,-0.402612980679025,0.740036325649096,-0.544044889047693,0.586410583163766,0.725021636070172,NA,NA,NA,NA,NA,NA
"ENSMUSG00000078598",6.03956793848389,-0.389371998458453,0.716195126619944,-0.543667478297542,0.586670315853625,0.725259178206694,"BP","Skint5","242627",NA,"GO:0003674",NA
"ENSMUSG00000028517",1.34633579701486,0.395686831734447,0.728993402830367,0.542785202442389,0.58727770274091,0.725799440823138,"BP","Plpp3","67916","ENSMUSP00000065719","GO:0001568","00561"
"ENSMUSG00000032050",263.739385587726,0.0925279218105475,0.170483633031955,0.542737857969064,0.587310304417008,0.725799440823138,"BP","Rdx","19684",NA,"GO:0001726","04810"
"ENSMUSG00000044751",1.46856006056867,0.379387969116468,0.698884214285242,0.542848101819659,0.587234391164551,0.725799440823138,NA,NA,NA,NA,NA,NA
"ENSMUSG00000026698",24.8579849061584,-0.254660234498057,0.469440581364866,-0.542475969498953,0.587490657452885,0.725938697668112,"BP","Pigc","67292","ENSMUSP00000107221","GO:0000506","00563"
"ENSMUSG00000021578",62.3392427981565,-0.17292731481973,0.318913899666139,-0.542238249887391,0.587654388463971,0.726057385631864,"BP","Ccdc127","67433",NA,"GO:0003674",NA
"ENSMUSG00000070520",16.1151500639542,0.296640246102597,0.54797445363686,0.541339553575574,0.588273562374548,0.726659685149441,"BP","Ndnl2","66647","ENSMUSP00000091889","GO:0000781",NA
"ENSMUSG00000096199",23.9343264488344,0.253645723711162,0.468556739367558,0.541334063519233,0.588277345779539,0.726659685149441,"BP","Ptrhd1","69709","ENSMUSP00000137070","GO:0003674",NA
"ENSMUSG00000059995",3.36783156147826,-0.411974834408389,0.761363974162414,-0.541101034970308,0.588437944912313,0.726774380960084,"BP","Atxn7l3","217218",NA,"GO:0000124",NA
"ENSMUSG00000032637",5.84235723481379,0.392445639483192,0.725460073124411,0.540961045303302,0.588534433039492,0.726780520744336,"BP","Atxn2l","233871",NA,"GO:0005634",NA
"ENSMUSG00000102800",1.94606477648877,0.408700742669919,0.75559774920788,0.540897247375835,0.588578408298545,0.726780520744336,NA,NA,NA,NA,NA,NA
"ENSMUSG00000033444",23.2131159039279,0.267331363170129,0.494772204555956,0.540312007644106,0.588981878855829,0.727195027778263,"BP","Specc1l","74392",NA,"GO:0003674",NA
"ENSMUSG00000090523",62.7538903436768,0.181099133385127,0.33541310896119,0.539928609069604,0.589246267136254,0.727437739221834,"BP","Gypc","71683","ENSMUSP00000134317","GO:0003674","05144"
"ENSMUSG00000049339",18.7062508924394,0.294309456997881,0.54524526402386,0.539774439902338,0.589352596268074,0.727485289697837,"BP","Fam134a","227298",NA,"GO:0003674",NA
"ENSMUSG00000007659",10.0412976573289,-0.358201176560606,0.664041486085777,-0.5394259004389,0.589593013512838,0.727698325927948,"BP","Bcl2l1","12048",NA,"GO:0000910","04210"
"ENSMUSG00000055675",1.95728775337832,0.40748758589527,0.755617533793185,0.539277567911495,0.589695344758743,0.727740901710779,"CC","Kbtbd11","74901","ENSMUSP00000068321","GO:0004842",NA
"ENSMUSG00000023845",5.58368723949084,0.395884627423813,0.734477152086056,0.539001963913275,0.589885499439059,0.727774048901777,"BP","Lnpep","240028","ENSMUSP00000036998","GO:0004177","04614"
"ENSMUSG00000038539",10.2366082123499,0.343671460909428,0.637676027059099,0.538943674101108,0.589925720474446,0.727774048901777,"BP","Atf5","107503",NA,"GO:0000977",NA
"ENSMUSG00000047534",76.8740713111458,-0.151264349946056,0.280610615440496,-0.539054268166599,0.58984940962431,0.727774048901777,"BP","Mis18bp1","217653",NA,"GO:0000775",NA
"ENSMUSG00000032322",16.2453392065631,-0.299686089211446,0.556361004882669,-0.538654015255161,0.590125609109066,0.727936936244919,"BP","Pstpip1","19200",NA,"GO:0000910","04621"
"ENSMUSG00000057322",134.357704240673,-0.137686615439038,0.256032969800668,-0.537769083201403,0.590736478794092,0.728606684812948,"BP","Rpl38","67671",NA,"GO:0001501","03010"
"ENSMUSG00000022507",15.3288849965285,-0.298574352076443,0.555711864022111,-0.537282666444139,0.591072376742537,0.728937171823651,"BP","1810013L24Rik","69053","ENSMUSP00000023150","GO:0003674",NA
"ENSMUSG00000040236",29.3691052057758,0.238197327732248,0.443434461842481,0.537164673089531,0.591153870980448,0.728953876767615,"BP","Trappc5","66682","ENSMUSP00000036541","GO:0005515",NA
"ENSMUSG00000097185",38.3456388961341,0.209946291533313,0.391466785344078,0.536306781043458,0.591746544847412,0.729600842790832,NA,"Gm26596","544737","ENSMUSP00000137774",NA,NA
"ENSMUSG00000027281",1.95473474348569,0.404973309910601,0.755590282249472,0.535969452525187,0.591979662644105,0.729794532814426,"BP","Slx4ip","74243",NA,"GO:0003674",NA
"ENSMUSG00000046993",2.45919860942384,0.410279642602805,0.76561479024881,0.535882597656547,0.592039692308348,0.729794532814426,NA,NA,NA,NA,NA,NA
"ENSMUSG00000034429",6.33296502616371,0.376747617812113,0.703271189560096,0.535707453120286,0.592160751794558,0.729859897202667,"BP","Zfp707","69020",NA,"GO:0003700",NA
"ENSMUSG00000097279",7.32839270528576,0.366599480173923,0.684480323978459,0.535588047357019,0.592243291285684,0.729877774717153,NA,NA,NA,NA,NA,NA
"ENSMUSG00000069094",2.69829244777831,-0.402848884319963,0.754565994463864,-0.533881578649984,0.593423467843178,0.731248215371193,"BP","Pde7a","18583",NA,"GO:0004112","00230"
"ENSMUSG00000015023",4.3593501491184,-0.404834081733151,0.75870872521164,-0.533583005283383,0.5936300688132,0.731319602186648,"BP","Ddx19a","13680","ENSMUSP00000047898","GO:0000166",NA
"ENSMUSG00000055065",28.9078713612885,-0.24124885545914,0.452101677040939,-0.533616369304674,0.593606980595141,0.731319602186648,"BP","Ddx17","67040","ENSMUSP00000055535","GO:0000166",NA
"ENSMUSG00000084349",7.69441784174023,0.359621365698888,0.674076483184378,0.533502317125818,0.593685907479821,0.731319602186648,NA,NA,NA,NA,NA,NA
"ENSMUSG00000019822",7.85235572367566,-0.360423569162568,0.675962443847935,-0.533200583024771,0.593894737982178,0.731492852936029,"BP","Smpd2","20598",NA,"GO:0004767","00600"
"ENSMUSG00000078869",7.25232958206188,-0.366075938346611,0.68707233141079,-0.532805530961979,0.594168204740877,0.731745666451628,NA,NA,NA,NA,NA,NA
"ENSMUSG00000038141",10.4462932980867,0.336819831575903,0.632339463119046,0.532656668167636,0.594271266918552,0.731788584883176,"BP","Tmem181a","77106","ENSMUSP00000086333","GO:0005575",NA
"ENSMUSG00000074580",13.3443949980565,-0.314362133152627,0.590472976085226,-0.532390381752634,0.59445564537441,0.731931615238915,"BP","4931440P22Rik","71004",NA,"GO:0003674",NA
"ENSMUSG00000029276",33.1126557749194,0.237399306756053,0.446227089721842,0.532014555422974,0.594715914464276,0.732044638162878,"BP","Glmn","170823",NA,"GO:0001570",NA
"ENSMUSG00000089715",12.9625341968504,-0.315953532013335,0.59379885076956,-0.53208848687373,0.594664710981159,0.732044638162878,"BP","Cbx6","494448",NA,"GO:0000122",NA
"ENSMUSG00000097990",3.26580409932685,-0.405142793997838,0.761600665388903,-0.531962237442316,0.594752150095791,0.732044638162878,NA,"Gm19557","100503104",NA,NA,NA
"ENSMUSG00000021275",4.18425545062772,-0.407153163515066,0.765953961180817,-0.531563493564792,0.595028354743965,0.732216585190784,"BP","Tecpr2","104859",NA,"GO:0003674",NA
"ENSMUSG00000025008",5.90223279613663,-0.380486334745755,0.715721050829048,-0.531612608438753,0.59499433035329,0.732216585190784,"BP","Tctn3","67590",NA,"GO:0005515",NA
"ENSMUSG00000036975",22.3304146028377,-0.256673983894604,0.483275519955191,-0.531113150358625,0.595340371972997,0.732381133515443,"BP","Tmem177","66343","ENSMUSP00000042416","GO:0003674",NA
"ENSMUSG00000073486",3.02177000048706,-0.406592345828309,0.765602642572145,-0.531074898673687,0.595366877832605,0.732381133515443,NA,NA,NA,NA,NA,NA
"ENSMUSG00000097620",14.8813755854601,0.299864817518372,0.564460688887771,0.53124127759762,0.595251592287636,0.732381133515443,NA,NA,NA,NA,NA,NA
"ENSMUSG00000020211",32.1242892126034,0.222450209590803,0.419180735036803,0.530678514057362,0.595641577559035,0.73249650124465,"BP","Sf3a2","20222",NA,"GO:0000245","03040"
"ENSMUSG00000027598",17.4831527150586,-0.278965982468127,0.525541262262953,-0.530816517178717,0.595545933030857,0.73249650124465,"BP","Itch","16396",NA,"GO:0000151","04120"
"ENSMUSG00000046909",53.6648566100772,0.177668666940772,0.334879233656903,0.530545489490698,0.595733778277365,0.73249650124465,"BP","Tefm","68550","ENSMUSP00000122596","GO:0005739",NA
"ENSMUSG00000107563",1.70420743103278,0.396443396587751,0.747115941335129,0.530631692691885,0.595674029194906,0.73249650124465,NA,"4930587E11Rik","75893",NA,NA,NA
"ENSMUSG00000069301",1.71042910131425,0.395409020943956,0.746385586634105,0.529765081245861,0.596274818426758,0.732993726605049,"BP","Hist1h2ag","319167","ENSMUSP00000089335","GO:0000790","05322"
"ENSMUSG00000069874",3.81541401247978,0.403844347658994,0.762278771258735,0.529785641271544,0.596260561735329,0.732993726605049,"BP","Irgm2","54396","ENSMUSP00000146805","GO:0003924",NA
"ENSMUSG00000003865",22.8437092165377,-0.267327952410157,0.504956442832375,-0.529407944397491,0.596522488309965,0.733214167574394,"BP","Gys1","14936",NA,"GO:0003824","00500"
"ENSMUSG00000001211",56.32062216654,-0.174394649407397,0.329971838043658,-0.528513737539998,0.597142814821143,0.733892555550604,"BP","Agpat3","28169",NA,"GO:0003841","00561"
"ENSMUSG00000010538",1.71661892444627,0.388981139104471,0.736253570014325,0.528324961598357,0.597273809402628,0.733969464750446,"BP","Tsacc","76927",NA,"GO:0004860",NA
"ENSMUSG00000029823",18.0383679418599,0.27542702404077,0.521474077449654,0.528170116121183,0.597381268857633,0.734017438129044,"BP","Luc7l2","192196",NA,"GO:0003729",NA
"ENSMUSG00000078484",3.29886763597857,-0.402383186212577,0.762155314703983,-0.527954313838066,0.59753104569375,0.734117390998917,"BP","Klhl17","231003","ENSMUSP00000101194","GO:0003779",NA
"ENSMUSG00000024056",34.5816165333089,0.2213707926672,0.419502670162148,0.527698173128754,0.597708841424801,0.734251740616657,"BP","Ndc80","67052","ENSMUSP00000024851","GO:0000070",NA
"ENSMUSG00000028495",195.031728605153,0.103362608448914,0.195984793064507,0.527401166349131,0.597915033736088,0.734336861124299,"BP","Rps6","20104",NA,"GO:0000082","03010"
"ENSMUSG00000038524",1.60357018125159,0.379800678127537,0.720009179764138,0.527494216465342,0.597850431673072,0.734336861124299,"BP","Fchsd1","319262",NA,"GO:0003674",NA
"ENSMUSG00000034998",15.7132409998273,-0.288299962359872,0.547026070305108,-0.527031485353286,0.598171724107093,0.734446113850089,"BP","Foxn2","14236",NA,"GO:0003700",NA
"ENSMUSG00000040859",9.12230461550826,0.369784039054169,0.701773775597236,0.526927696520818,0.598243799542198,0.734446113850089,"BP","Bsdc1","100383",NA,"GO:0003674",NA
"ENSMUSG00000040943",20.3514084735773,0.276626453181708,0.525028736352651,0.526878690685424,0.598277832674862,0.734446113850089,"BP","Tet2","214133",NA,"GO:0001822",NA
"ENSMUSG00000084769",1.70662313226965,0.39364649461523,0.746721135803814,0.527166670046759,0.598077851945726,0.734446113850089,NA,NA,NA,NA,NA,NA
"ENSMUSG00000086312",1.31772209127017,-0.376755076695023,0.715699219878352,-0.526415379856163,0.598599632038597,0.734757076946232,NA,NA,NA,NA,NA,NA
"ENSMUSG00000087259",8.99747859583647,0.344225664407923,0.654234013969556,0.526150669420775,0.598783525810843,0.734898714666368,"BP","2610035D17Rik","72386",NA,"GO:0003674",NA
"ENSMUSG00000028431",28.6413008777577,0.233418436501055,0.444075248060931,0.525628117127185,0.599146616949852,0.735191846029521,"BP","Ikbkap","230233",NA,"GO:0000123",NA
"ENSMUSG00000036099",7.3924490575136,0.362391100474686,0.689468077736808,0.525609686911454,0.599159424854223,0.735191846029521,"BP","Vezt","215008",NA,"GO:0002142",NA
"ENSMUSG00000022620",2.26859943593266,-0.394993354889626,0.752357171537411,-0.525007762048009,0.599577795032417,0.735621064170605,"BP","Arsa","11883",NA,"GO:0001669","00600"
"ENSMUSG00000034192",71.1648661511813,0.152730056801115,0.290998327470871,0.524848572596706,0.599688462383722,0.735672707198693,"BP","Lsm3","67678","ENSMUSP00000044178","GO:0000398","03018"
"ENSMUSG00000021972",5.51011093609877,0.381862894542132,0.727712438304247,0.524744218240886,0.599761013792253,0.735677584720248,"BP","Hmbox1","219150",NA,"GO:0000784",NA
"ENSMUSG00000021408",7.4905769550769,-0.358228278723921,0.682806720972192,-0.524640821071399,0.599832903644249,0.735681649742255,"BP","Ripk1","19766",NA,"GO:0000166","04210"
"ENSMUSG00000028803",3.02604812698958,-0.401206711545616,0.765055280200617,-0.524415322563893,0.599989701484997,0.735713277093396,"BP","Nipal3","74552",NA,"GO:0002377",NA
"ENSMUSG00000108282",6.79586068963826,0.374196045983456,0.713561060224343,0.52440648297962,0.599995848367834,0.735713277093396,NA,NA,NA,NA,NA,NA
"ENSMUSG00000034786",2.44231124922983,0.400847218317781,0.764701769517846,0.524187643204382,0.600148034569616,0.735815784555753,"BP","Gpsm3","106512",NA,"GO:0002690",NA
"ENSMUSG00000028709",7.27910395508715,0.364584507820176,0.69576546391515,0.524004893500489,0.600275136285128,0.735887517091401,"BP","Mob3c","100465","ENSMUSP00000030477","GO:0003674",NA
"ENSMUSG00000028568",15.8787674182133,-0.292824842029023,0.558983715180141,-0.523852187598445,0.600381351987189,0.735933631640604,"BP","Btf3l4","70533",NA,"GO:0003674",NA
"ENSMUSG00000042541",83.5144493498431,0.141205979046208,0.269813392550265,0.523346812815831,0.600732929680045,0.735944144068463,"BP","Shfm1","20422",NA,"GO:0000502","03050"
"ENSMUSG00000043801",4.14639422606894,0.395963300093848,0.756437249193982,0.523458225405696,0.600655414492574,0.735944144068463,NA,NA,NA,NA,NA,NA
"ENSMUSG00000067212",13.4029089471177,-0.308509045881905,0.589443181698882,-0.523390643000952,0.600702434337374,0.735944144068463,"BP","H2-T23","15040","ENSMUSP00000099739","GO:0001916","04144"
"ENSMUSG00000095041",20.6893044384794,-0.277694858534834,0.530547670735442,-0.523411700497893,0.600687783596585,0.735944144068463,NA,NA,NA,NA,NA,NA
"ENSMUSG00000100801",7.37133334134948,-0.364632233803176,0.696628098596995,-0.523424528148581,0.600678858845504,0.735944144068463,NA,NA,NA,NA,NA,NA
"ENSMUSG00000037683",4.00420999106974,0.396148544617991,0.757491434561993,0.522974289269762,0.600992145347691,0.736177635908887,"BP","Armc3","70882",NA,"GO:0003674",NA
"ENSMUSG00000079020",7.72004895383368,-0.359487355183148,0.687675690510043,-0.522757107956688,0.601143291448691,0.736278711115602,"BP","Slc45a4","106068","ENSMUSP00000121775","GO:0005575",NA
"ENSMUSG00000081111",3.38603273469042,-0.398837497921656,0.763403834105222,-0.522446286098536,0.601359636008765,0.736459609029912,NA,NA,NA,NA,NA,NA
"ENSMUSG00000034413",4.94500970542169,0.391160468607227,0.748893035562935,0.522318208384987,0.601448793489942,0.736484722812476,"BP","Neurl1b","240055",NA,"GO:0005515",NA
"ENSMUSG00000042121",7.93446481990296,0.361482420540243,0.692682132770468,0.521859022253756,0.601768491241277,0.736708602413041,"BP","Ssh1","231637",NA,"GO:0000902","04810"
"ENSMUSG00000086324",11.7141204853194,0.31203215444704,0.597925014371561,0.521858338331933,0.601768967463225,0.736708602413041,NA,NA,NA,NA,NA,NA
"ENSMUSG00000020827",2.27625206538155,-0.39738769685373,0.762011698873913,-0.521498157365539,0.602019788864175,0.736763437706464,"BP","Mink1","50932",NA,"GO:0000166",NA
"ENSMUSG00000032525",30.1362267786566,-0.220848037444663,0.423423326055182,-0.521577399861719,0.601964602243614,0.736763437706464,"BP","Nktr","18087",NA,"GO:0000413",NA
"ENSMUSG00000039599",3.55034354517825,0.395187229243642,0.757751722158669,0.52152600606151,0.602000394018117,0.736763437706464,"BP","Fam149b","105428",NA,"GO:0003674",NA
"ENSMUSG00000000738",17.3277178727562,0.288569204745206,0.553669563337135,0.52119391032787,0.602231695927149,0.73685465715174,"BP","Spg7","234847",NA,"GO:0000166",NA
"ENSMUSG00000050410",31.7790774079795,0.213691088476928,0.409934578003948,0.521280955408622,0.602171065881656,0.73685465715174,"BP","Tcf19","106795",NA,"GO:0000082",NA
"ENSMUSG00000060860",10.8970251743757,-0.318573206663637,0.611871498381651,-0.520653776987875,0.602607979803208,0.737230973580661,"BP","Ube2s","77891","ENSMUSP00000146232","GO:0000166","04120"
"ENSMUSG00000000275",27.6431490091649,0.246828202011481,0.474540542147235,0.520141442277228,0.602964995570364,0.737251114266326,"BP","Trim25","217069",NA,"GO:0002376","04622"
"ENSMUSG00000030610",12.2355164584844,-0.312732033318419,0.601117308630013,-0.520251253505171,0.602888466604433,0.737251114266326,"BP","Det1","76375",NA,"GO:0003674","04120"
"ENSMUSG00000043372",11.4676191290799,-0.31773356060405,0.610865074285263,-0.520137054775657,0.602968053371807,0.737251114266326,"BP","Hexim2","71059",NA,"GO:0000122",NA
"ENSMUSG00000072893",1.22335460571529,0.365805549874993,0.702754243298285,0.520531257354111,0.60269334783154,0.737251114266326,"BP","4933439C10Rik","74476",NA,"GO:0003674",NA
"ENSMUSG00000105447",1.82275755188876,0.387607098858433,0.744950821512124,0.520312331586742,0.602845902335375,0.737251114266326,NA,NA,NA,NA,NA,NA
"ENSMUSG00000021902",10.5615169270962,-0.341267587333331,0.656958455773237,-0.519466009356195,0.603435810236572,0.737698955921405,"BP","Phf7","71838","ENSMUSP00000022459","GO:0005634",NA
