A	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	p.value.BasalvsLP	p.value.BasalvsML	p.value.LPvsML	Res.BasalvsLP	Res.BasalvsML	Res.LPvsML
83691	2.29514596304022	4.58073881210145	6.31328940357643	1.73255059147497	10.5141868103326	13.2476644246382	1.74095975327645	3.1321432400268e-06	5.71610276399751e-07	0.0601286433859498	1	1	0
21419	6.30290783372888	0.378151848680846	-0.167130331970163	-0.545282180651008	0	0	0	0.996974380081621	0.999505753016647	0.990064273224444	0	0	0
17215	4.93914939571209	2.14122180537799	1.55613002281198	-0.585091782566013	4.32727339193611	2.19266885724092	0	0.00127712834700879	0.0299257184766131	0.929702573075907	1	0	0
74229	1.60243703373919	2.34474534248361	1.16654055993255	-1.17820478255106	5.14723616335196	0.742062761508594	-0.681689369698617	0.00044645754681786	0.239692292187581	0.257406040126173	1	0	0
71877	1.31366299914525	1.29597314375712	0.984394151985991	-0.31157899177113	1.38331448402167	0	0	0.102067840415384	0.529851356801518	0.993687353692484	0	0	0
170829	2.43676859769833	-0.0675311092056372	0.722699462402888	0.790230571608525	0	0	0	0.999131825430905	0.866723233052296	0.808232729062617	0	0	0
75712	1.07732867264116	1.17793198747199	0.308315128341656	-0.869616859130332	0.736564643596368	0	0	0.241274742236998	0.993533584955264	0.701114038660556	0	0	0
226922	0.382028227654679	7.24837531931621	8.04954450273969	0.801169183423474	13.5760673799216	14.9951441857173	0	4.87970719983386e-07	2.32673161104744e-07	0.644631912185608	1	1	0
70155	5.58658397496879	-3.59292079863456	-1.3517184185916	2.24120238004296	-9.26852486003237	-1.25201273665387	4.86410183586734	7.82007724935337e-06	0.123068832319812	0.000634634767289993	-1	0	1
280645	1.76967272335495	-0.441578042789828	0.179172315266042	0.62075035805587	0	0	0	0.889358292475896	0.96491274919297	0.804741883404565	0	0	0
98366	4.86994219532764	0.69911231885973	0.585854974591148	-0.113257344268582	0	0	0	0.984291821427414	0.9967459871367	0.999980956596953	0	0	0
68002	2.20091063335361	0.87876069908874	-0.494261290577575	-1.37302198966631	0	0	-1.40398844075502	0.662007117589164	0.962196239886429	0.0990697423751218	0	0	0
68187	5.18969680676863	0.49238323153399	0.578344925729186	0.0859616941951966	0	0	0	0.976505125824541	0.95738985130926	0.999260971330941	0	0	0
12839	5.97829017928902	-1.53297959439883	0.552322831539161	2.08530242593799	-1.69435242787306	0	3.62735147755902	0.0644426315114105	0.902500999607768	0.00338822271362183	0	0	0
68421	6.22469825158506	-0.964749241467778	-0.657159382735608	0.30758985873217	0	0	0	0.617796226208121	0.991611462491035	0.999907102597642	0	0	0
665903	1.98239378201549	1.44012108407383	1.19968220586049	-0.240438878213332	2.1072714847694	1.0119546924034	0	0.034171058228933	0.17066783372638	0.996500666479483	0	0	0
213109	7.24958467860705	-0.539219703168257	-0.386690574643434	0.152529128524823	0	0	0	0.99687756135456	0.999390754917662	0.999961395807399	0	0	0
19243	6.19242566568553	-0.336214896384158	0.310679726366928	0.646894622751086	0	0	0	0.998575826732832	0.998848261175499	0.978645674582169	0	0	0
19076	4.06503753778081	1.10224322387145	0.990658487800139	-0.11158473607131	0.563137425376334	0	0	0.294426251079532	0.52041001563816	0.999564403915848	0	0	0
19335	3.42875280660118	0.84225242568556	0.367011294585598	-0.475241131099962	0	0	0	0.810470751237239	0.997854625551693	0.993283710491602	0	0	0
213539	4.68967038793035	1.00493740012835	0.929474425790444	-0.0754629743379027	0.0342963994636255	0	0	0.486743023001601	0.684469412622465	0.999941247424244	0	0	0
98403	4.77596460928011	-0.471230106634555	0.218749688093146	0.689979794727701	0	0	0	0.975398805876982	0.995530789062925	0.901486385979148	0	0	0
433287	3.13878088694964	0.514329593556063	0.234010214788221	-0.280319378767842	0	0	0	0.994762191543546	0.999713378745818	0.999507078484288	0	0	0
13518	9.93588187826018	1.63202594353891	0.722254822116643	-0.909771121422265	3.06047814511923	0	0	0.00783435703568787	0.888490071576857	0.680145116934554	1	0	0
69668	3.17872389528027	-0.396472925747145	-0.0874954050955399	0.308977520651605	0	0	0	0.997670217748279	0.999870079812394	0.999122022602399	0	0	0
27993	5.26508036448828	-0.024033069338353	0.0457061219710564	0.0697391913094094	0	0	0	0.999994733160789	0.999990181622766	0.999988922922201	0	0	0
52318	4.07619478189013	-0.4007182577233	-0.28493912636513	0.11577913135817	0	0	0	0.998224076206542	0.999419203840864	0.999905346906976	0	0	0
19253	4.12975973759398	-5.63284576695956	-4.56496974586784	1.06787602109172	-28.4109037615087	-21.791522842952	0.610613990247143	1.4556607409096e-09	1.14134520318291e-08	0.27924236818637	-1	-1	0
226970	2.64703069435564	1.93471749882958	2.50458750226838	0.569870003438804	4.89916560640478	7.71759761506455	0	0.00060665060891092	2.91025111850681e-05	0.965006044750377	1	1	0
214469	7.91846217579494	0.30700220871478	0.409426401728535	0.102424193013754	0	0	0	0.99966044405435	0.999061448322678	0.999974921143691	0	0	0
226971	5.96498720432614	-0.638082437827836	-1.92930783589323	-1.29122539806539	0	-5.50455197144058	-1.83951494154529	0.967334762820802	0.000290540314064571	0.0516571853225966	0	-1	0
50785	7.30058677854466	-0.273265375792003	0.742009499530786	1.01527487532279	0	0	0.0878535562497529	0.997559042591508	0.895685668336547	0.466083114704641	0	0	0
320011	7.38759035749803	0.367184393326519	-0.158534025508416	-0.525718418834935	0	0	0	0.999645828621789	0.999949849686142	0.998717800185868	0	0	0
214854	0.247362818734525	1.30913510218883	1.0593780195211	-0.249757082667731	0.739904944248177	0.149021810977886	0	0.240588338061075	0.443055955234042	0.952257631302611	0	0	0
214855	7.90652808491192	1.45900682990814	0.873315506331863	-0.585691323576274	2.47306430030737	0	0	0.019337028819109	0.741231382895017	0.980517770521625	0	0	0
226976	6.73144362414824	-0.435304597448131	-0.200509608436524	0.234794989011608	0	0	0	0.998188700926053	0.999795690048481	0.999827551475401	0	0	0
214895	4.86101834893152	-0.677760461899929	-1.3749343560096	-0.697173894109673	0	-3.24002430904276	0	0.986852668199005	0.0059799363801968	0.987871380098283	0	-1	0
94220	5.49260310726643	0.266811507577676	0.744057907485961	0.477246399908284	0	0	0	0.998847505305144	0.916966851129279	0.994389372211245	0	0	0
94218	4.11342358119442	-0.758066112984875	-0.969938516841722	-0.211872403856847	0	0	0	0.869716271707573	0.559089065044043	0.998700884019659	0	0	0
78321	2.68250275688118	-0.164822856141513	-0.817732547556091	-0.652909691414577	0	0	0	0.997166156847964	0.787537028145989	0.928780113664944	0	0	0
109346	2.66981338718479	0.0751875016470338	-0.691010098831572	-0.766197600478606	0	0	0	0.999860697825107	0.962776087863964	0.920360254456083	0	0	0
20353	7.87348738779485	-0.186342816843905	-1.324052955973	-1.1377101391291	0	-1.64348673592136	-0.757313217219183	0.998648965771464	0.0695514923630544	0.235344371231359	0	0	0
381337	0.778497046089504	0.224201710326759	-0.784117183896719	-1.00831889422348	0	0	-0.0305873271330219	0.987100372456679	0.781290032728554	0.488215590807133	0	0	0
12859	3.58157848822003	0.29307885312079	-0.222287132290663	-0.515365985411453	0	0	0	0.998183464391309	0.999246943490034	0.990056455828653	0	0	0
226977	6.66752496759272	0.45393095389096	0.293530764982552	-0.160400188908408	0	0	0	0.999405697953223	0.999888377477635	0.99998234821636	0	0	0
56030	6.9908804872368	0.452571481454328	0.399237556625738	-0.05333392482859	0	0	0	0.999293983089551	0.999599272508446	0.999994645530894	0	0	0
269180	4.79715754890556	0.584525903492524	1.09534517109566	0.510819267603135	0	0.579845186602944	0	0.982670338759874	0.289030615296321	0.992118794448904	0	0	0
76178	6.24805611310363	-0.817495862016765	-1.08284115591373	-0.265345293896964	0	-0.555862017578869	0	0.872585201501405	0.296791653563623	0.999631375569856	0	0	0
67387	4.54216272049064	-0.295264318741839	-0.651156343566734	-0.355892024824895	0	0	0	0.999546508057658	0.984078693106037	0.999455274179843	0	0	0
269181	6.13617808413918	-2.39127529704136	-0.391481223819273	1.99979407322208	-8.21722285104264	0	6.28437959979083	1.85637918978543e-05	0.996489971668556	0.000120982391522878	-1	0	1
77633	2.66011298716223	0.080798835352148	0.379217706760155	0.298418871408007	0	0	0	0.999440174731354	0.992865607219676	0.996243053187689	0	0	0
72097	3.62827486520256	-5.67072185688808	-4.95491382529338	0.715808031594692	-17.4090738067204	-14.7102921437085	0	6.79419381480819e-08	2.45588296996849e-07	0.934968207838828	-1	-1	0
211484	1.12844890871674	-1.18270340802297	-1.08392310992708	0.0987802980958923	-0.749745209868011	-0.349343462450407	0	0.237501913798593	0.367959737696194	0.998767195154369	0	0	0
623661	0.938756085609389	-0.483874990350666	-0.471460337254893	0.0124146530957729	0	0	0	0.956810960336023	0.96230699525264	0.999723848091037	0	0	0
69028	2.77858472730393	0.987450617826573	0.554476993552903	-0.43297362427367	0	0	0	0.527827647059431	0.986590194969745	0.994548238258563	0	0	0
107734	4.42570701022578	0.638394189930164	0.144541090634836	-0.493853099295328	0	0	0	0.987570286163826	0.999936977124712	0.998069816304843	0	0	0
98258	5.73079352534004	-0.753674136271242	-0.428738020404414	0.324936115866828	0	0	0	0.953270114072704	0.998868646764941	0.999730910200684	0	0	0
226982	7.52557627691635	-0.475314917232838	0.163279181414522	0.63859409864736	0	0	0	0.975903885846605	0.997486343289892	0.939977833814718	0	0	0
56210	4.47233511513694	-0.0839700578674174	0.328685900101891	0.412655957969308	0	0	0	0.99831148070748	0.987900941066109	0.981392251591684	0	0	0
16764	1.01456126212878	3.46544611638583	4.80133728300964	1.3358911666238	5.91519490064448	8.36989692688861	0.68163885812804	0.000183993548884026	1.69321672245197e-05	0.258146486293537	1	1	0
98388	-0.24767244196993	0.256521668725457	0.99237135194632	0.735849683220863	0	0	0	0.961462660292422	0.507951846961006	0.737616872274756	0	0	0
68833	5.92631673175749	0.474998012519057	0.208450950244906	-0.266547062274151	0	0	0	0.998514153798909	0.999898096356973	0.999882340280636	0	0	0
18143	2.42328586800662	-5.05742674553701	-3.87361502336789	1.18381172216913	-17.5705747706706	-12.2880248241031	1.18995547915402	6.21532838095104e-08	9.50672966765461e-07	0.134173680501555	-1	-1	0
114641	3.36596821022912	-0.0434656192314637	-0.0492447246628265	-0.00577910543136273	0	0	0	0.999962129473051	0.999962383683694	0.999996032877905	0	0	0
54610	5.50640804775725	-2.15107564874826	-1.95197821688193	0.199097431866332	-9.73486079099888	-8.05359572200878	0	5.37614684224259e-06	2.1430747528509e-05	0.999965061697817	-1	-1	0
52846	4.6118464567354	1.06446106073028	1.03132250994605	-0.033138550784229	0.468235493128965	0.231974292124802	0	0.326085962440752	0.411205830809774	0.99998152585364	0	0	0
100217461	-0.499537766579397	0.50585230077153	1.94870207986993	1.4428497790984	0	2.13221416265186	0.976041949159274	0.869979225626645	0.0329552804856237	0.179221490871961	0	0	0
67702	6.79834781367944	0.474520662071783	1.2726394541832	0.798118792111418	0	1.31562466991699	0	0.982483209419239	0.112468208526225	0.839572128091989	0	0	0
263764	-2.91461953327029	4.66673889964984	6.54320376820747	1.87646486855764	6.40756369436608	9.27772660814853	1.31896065188559	0.000110780811796464	8.42398614725427e-06	0.113206393261557	1	1	0
26921	7.90964048674902	0.246700052422396	0.761144374963293	0.514444322540897	0	0	0	0.999226921641088	0.912196376674613	0.994673139913553	0	0	0
16178	-0.325542871184881	-0.990380261637006	0.167804902296481	1.15818516393349	0	0	0.219078001492158	0.51984597041364	0.928566567700672	0.424782949698392	0	0	0
16177	4.83811620133364	-1.72587004415278	-2.03503941926941	-0.309169375116632	-3.36465583997615	-4.84957394067727	0	0.00496957388317704	0.000645970815565432	0.99652445765896	-1	-1	0
107527	3.17413647539359	0.881885145166062	0.97863162777251	0.0967464826064477	0	0	0	0.788434009480106	0.559973516976285	0.999921597602223	0	0	0
17082	0.11047861007206	1.30477542676256	2.26540570235323	0.960630275590673	0.565991150990852	2.28661720612178	0	0.294858905988727	0.0260341506309438	0.531086809209525	0	0	0
16182	3.76908053825738	-3.1923017473513	-3.99075686284102	-0.798455115489717	-8.96463437023829	-12.4522909828454	0	9.92865435136627e-06	8.61231896766136e-07	0.84549317220276	-1	-1	0
16174	-0.193142979248426	-3.10683562676192	-2.70049929401223	0.406336332749684	-4.23093342185575	-3.42075986925942	0	0.00147119499803933	0.00461171723421675	0.920744547988263	-1	-1	0
110895	-1.06104235551008	-3.74985118435286	-1.37365519513481	2.37619598921805	-5.38090808994915	-0.66410456442154	2.99986926765509	0.000343771415989939	0.264173012366521	0.00862861798687931	-1	0	0
226999	0.926654444392231	-2.76714343724905	-1.1346805709308	1.63246286631825	-6.33151895022529	-0.453532974789835	2.52523845608708	0.000115445068099709	0.33118559368664	0.0178331152744491	-1	0	0
211798	1.33935717046175	-0.902760102853756	-0.780283284841563	0.122476818012192	0	0	0	0.630544518549244	0.772414112947798	0.996205397934106	0	0	0
69527	4.77656656536075	-0.00922734654405577	-0.201743797030463	-0.192516450486408	0	0	0	0.99999725920336	0.999915467544304	0.999940102515631	0	0	0
73122	5.04771409183615	-0.461669918416762	-0.459614875364283	0.00205504305247928	0	0	0	0.995538552356258	0.995802042951767	0.999997931804785	0	0	0
98404	3.88625651478264	0.604755677343668	-0.10881323739269	-0.713568914736358	0	0	0	0.945075186212962	0.99902615594246	0.894534130749417	0	0	0
14200	5.5274156244405	1.56278776309961	1.90555753139115	0.342769768291534	1.62772385802285	2.61738020521176	0	0.0712531207778058	0.0154705557549435	0.961120312657665	0	0	0
666642	4.00110730952333	0.297425512160321	0.0415458976137675	-0.255879614546554	0	0	0	0.999291933484551	0.999965909167558	0.999608468418439	0	0	0
17974	7.28013919515527	-0.55579544145681	-2.04071324291023	-1.48491780145342	0	-6.89828570591205	-3.45544832720853	0.991513970243025	6.39284173214158e-05	0.00434698463651295	0	-1	0
78896	3.10802528556617	5.44991642048204	6.46431167933761	1.01439525885557	23.5804923178317	26.6043323284933	0.0661428083253067	6.28480657961703e-09	2.50489322261551e-09	0.474455502737576	1	1	0
67883	3.5303346893388	-0.15726809193198	-1.10987607274384	-0.952607980811857	0	-0.697349422845147	0	0.999541356906479	0.252720770020216	0.616110528806386	0	0	0
100503192	5.08296762688279	-0.392939491905852	-0.447729175544383	-0.0547896836385311	0	0	0	0.999639477985778	0.999378199836446	0.999993747085963	0	0	0
22019	6.957760502635	-0.0127682237331692	0.368198806061743	0.380967029794912	0	0	0	0.99981355248938	0.987434721436408	0.990216196332276	0	0	0
75623	3.94839261029523	-0.0433173304244443	0.385708593067288	0.429025923491732	0	0	0	0.999845896901496	0.995312715516394	0.993995424041584	0	0	0
72050	4.3750430711452	2.40756731245024	2.02188087353896	-0.385686438911284	9.1936929132317	7.00262831137811	0	8.20221658014966e-06	5.75982278290538e-05	0.99808831679096	1	1	0
246229	3.0480515396867	0.187863286467918	-0.330707100291816	-0.518570386759733	0	0	0	0.992836654690232	0.985015790776291	0.951492198420741	0	0	0
22592	4.65588139962173	0.604736640899661	0.889171714980281	0.28443507408062	0	0	0	0.994317509681688	0.807620923278077	0.999847046551765	0	0	0
70676	3.56584767776661	1.73623548827453	2.88935396738133	1.1531184791068	2.67303395844859	6.32805451268951	0.507155700035627	0.0141836804166182	0.000116014316362089	0.312948647817064	0	1	0
12825	7.49757910796662	-0.132174258068603	1.08508324306762	1.21725750113622	0	0.103412309300652	0.287245359919048	0.941729714017016	0.477678870713092	0.400160655404204	0	0	0
12832	5.3441796343151	3.32728107491299	4.8637512609122	1.53647018599921	3.34241544207545	5.28237845795366	0.763302956253896	0.0052654581445575	0.000400467970420862	0.237127341586529	1	1	0
73674	5.42759277995819	0.640350262973275	0.654461788713651	0.0141115257403763	0	0	0	0.950836236445395	0.946195715516446	0.999943932698188	0	0	0
433297	5.54725590459575	1.2492366663342	1.23114078395939	-0.0180958823748094	1.89112893919464	1.769371188837	0	0.0477250834917228	0.0574950070101233	0.999993957235141	0	0	0
53945	2.2613975605157	-0.779337733015306	-1.66968842946362	-0.890350696448317	0	-2.96281199086444	0	0.808284075888293	0.00908739652160413	0.689355300451246	0	-1	0
227058	1.07766400525428	3.70509962258934	2.22323368607649	-1.48186593651285	4.98953758837761	2.8043132443284	-0.875554854227378	0.000554074944307604	0.0116202291689023	0.204460723138471	1	0	0
227059	5.51995169975738	2.86052296302351	2.21804701768436	-0.642475945339152	8.52871813708802	5.81082575055184	0	1.42267166027574e-05	0.000204170412044661	0.938037341694125	1	1	0
56363	0.551300291695199	1.36916410355968	3.38631142729108	2.01714732373139	0.701811170678532	3.78330945118273	1.58441515766291	0.252408641776091	0.00276727008188859	0.0767582006947364	0	1	0
20324	5.39756284983034	3.50756018336699	3.38314338378895	-0.124416799578044	10.8035273491665	10.4880028629682	0	2.49962476476594e-06	3.11553144309362e-06	0.998221435412677	1	1	0
109019	7.4609069491842	-1.83578167744779	-1.35258435262171	0.483197324826081	-3.62649560869505	-1.53293097727092	0	0.00338983058064332	0.0820168681745074	0.977921586166918	-1	0	0
17912	6.52389530258676	-0.0766158008506377	-0.677765387070557	-0.601149586219919	0	0	0	0.999912937897506	0.968292895130651	0.989454126303414	0	0	0
20849	-0.796420537102558	-0.326388875615592	-1.85266383859881	-1.52627496298322	0	-2.09843167439537	-1.33146702602472	0.925542031028641	0.0346984820543949	0.110061297944867	0	0	0
20846	5.44350240828961	-0.378091259806004	-0.884638539130066	-0.506547279324062	0	0	0	0.998847579342027	0.783643168901472	0.997105455699455	0	0	0
14660	7.82537358991212	0.406678653253778	0.935341807041457	0.528663153787679	0	0	0	0.99613896009121	0.645120921792501	0.992531728258589	0	0	0
17936	7.18409715094344	-1.54753780453266	-0.721652796713037	0.825885007819619	-2.70086551055862	0	0	0.0135829021297202	0.897493842607891	0.808028596342343	0	0	0
227094	2.85377401038955	-0.119715728670697	-0.627223532427576	-0.507507803756879	0	0	0	0.999492191100848	0.968485351865467	0.989939293466186	0	0	0
98682	6.57905095174214	-2.00029367608846	-1.15833700855031	0.84195666753815	-7.39032868138	-1.17361140643876	0	3.94936057217689e-05	0.137236465508236	0.876880866003135	-1	0	0
16329	3.80997341814169	-0.164313046830056	0.561768263009931	0.726081309839988	0	0	0	0.999708193442105	0.987771288185804	0.943884072885271	0	0	0
227095	4.19708538234673	0.445599433337674	0.178475304160882	-0.267124129176792	0	0	0	0.998744694840899	0.99992241116011	0.999830162315918	0	0	0
67080	-0.0456946141569314	4.02185895384648	5.22110626339509	1.19924730954861	9.03549069489407	11.3676216635345	0.49311159207552	9.50602230541381e-06	1.77211870091782e-06	0.317937432436793	1	1	0
227099	2.44167415416856	-0.0084396412991512	-0.25665801497233	-0.248218373673179	0	0	0	0.99998376341639	0.999270124170113	0.999351436603304	0	0	0
227102	3.27501319565182	-0.70061763251931	-1.76509733343225	-1.06447970091294	0	-2.88907108519835	-0.257094528995414	0.840872696759632	0.0101721748280668	0.401832032788628	0	-1	0
72085	2.26284928378776	1.06036371821799	0.46040447787861	-0.599959240339384	0.34355709025058	0	0	0.370040679249717	0.994619740866896	0.975121425954396	0	0	0
70396	4.70848315500429	-0.400581674274672	-0.405181938109281	-0.00460026383460921	0	0	0	0.998991054269303	0.999004094014489	0.999998478660773	0	0	0
98267	4.47406489732748	0.810777609316887	0.616954166471379	-0.193823442845509	0	0	0	0.901973818484052	0.99049763535063	0.999876682115422	0	0	0
329152	0.342944245624241	1.24481798668748	2.67530120210441	1.43048321541694	0.575330772365037	3.61745884823036	0.904554055417969	0.290863614895121	0.00345724260661876	0.19659779924821	0	1	0
98488	3.88223331359588	0.242949350184288	-0.216660706696796	-0.459610056881084	0	0	0	0.999825064008842	0.999896612051482	0.998889491841355	0	0	0
241062	4.47307478250201	-0.134096658425443	-0.529986162852812	-0.39588950442737	0	0	0	0.99985471626475	0.994769006145054	0.998880063868605	0	0	0
329154	4.6095529440314	1.79616960315242	1.40811847552683	-0.388051127625596	4.1635255375715	2.22641978415011	0	0.00159309528658764	0.0283908623066008	0.994273447337133	1	0	0
81898	9.65781923737002	-0.384311714150215	0.171652823278365	0.555964537428579	0	0	0	0.997282396997485	0.999574126416885	0.991108182132507	0	0	0
67876	7.73351883846625	-0.710144584166624	0.221114924925696	0.93125950909232	0	0	0	0.9647188043521	0.999763936253483	0.697321488520391	0	0	0
15510	7.19636282501487	0.596397826755915	0.656370674051029	0.0599728472951142	0	0	0	0.99272694907916	0.985148916305489	0.999985658276967	0	0	0
15528	5.28641679130065	1.12321802612962	0.782503014983261	-0.340715011146358	0.906487423545534	0	0	0.195647871094506	0.929093147184059	0.999547933972133	0	0	0
19070	5.89463624506978	-0.109799538802825	-0.285872426163366	-0.176072887360541	0	0	0	0.99980406228421	0.99904613590225	0.999751132315782	0	0	0
74013	3.805658190053	-1.59696563875302	-0.290567418297806	1.30639822045521	-1.96574562852834	0	1.0499899447985	0.0425572038343123	0.973543077734684	0.162302849977315	0	0	0
212679	3.29382086049732	-0.0184019773786877	0.601177569773469	0.619579547152156	0	0	0	0.999264317964531	0.897267296035706	0.891472195796553	0	0	0
227120	3.61262373606869	1.84747398473439	4.4739336137043	2.62645962896991	3.28668360175158	10.9695969284151	5.20312488704107	0.00558015918649007	2.27244922688589e-06	0.000417848769745314	1	1	1
626009	1.98657056345072	1.90543186649554	0.890763672209285	-1.01466819428626	3.8207972836555	0	-0.0621239968427621	0.00256752521140932	0.694030810434782	0.476012055647083	1	0	0
